cod_uf,uf,uf_nome,regiao,cluster,segmento,aptidao_solar,cop_medio_anual,oportunidade_conversao,rendimento_medio_pc,trend_aquecedor_solar,trend_bomba_de_calor,temp_media_anual,radiacao_media,amplitude_media,temp_minima_inverno,temp_minima_absoluta,cop_inverno,populacao,media_moradores,pct_casa,pct_apartamento,pct_rede_geral,trend_aquecimento_de_piscina,trend_aquecimento_solar,trend_chuveiro_eletrico,ano,mes,temp_media_mensal,temp_minima_mensal,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia,consumo_comercial_mwh,consumo_industrial_mwh,consumo_residencial_mwh,n_domicilios,consumo_resid_por_domicilio
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,6,26.541403314341668,20.268518,4.938403,13.2287035,30,Norte,3.6073,2.4692,63604.766,46264.291,143660.65,555099.0,0.2588018533630938
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,7,25.49695331477777,18.472044,5.097109,14.646236,31,Norte,3.5487,2.5486,65009.136,46908.124,149322.504,555099.0,0.2690015726924386
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,8,27.14874545134951,20.13226,4.7795267,14.753763,31,Norte,3.6418,2.3898,66491.027,48483.54,151541.037,555099.0,0.2729982165343479
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,9,29.489643765831424,23.291111,4.1717606,12.432222,30,Norte,3.7777,2.0859,69971.668,46826.512,169926.276,555099.0,0.3061188652834899
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,10,28.89900427015748,23.601074,5.238294,10.808602,31,Norte,3.743,2.6191,73156.908,46119.895,184754.96,555099.0,0.3328324497071693
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,11,26.764556043271018,23.081112,4.630781,8.003333,30,Norte,3.6199,2.3154,68682.162,47575.607,157912.186,555099.0,0.2844757169441847
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,12,26.55978543787168,23.201113,4.656745,7.461111,31,Norte,3.6083,2.3284,63743.036,45187.722,153424.076,555099.0,0.2763904744919375
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2025,1,25.374002837299845,22.640001,4.1776314,7.094203,31,Norte,3.5418,2.0888,61317.524,44999.075,144924.731,555099.0,0.2610790705802028
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2025,2,24.80667371927581,22.639025,4.237293,7.4892855,28,Norte,3.5105,2.1186,61686.746,44085.953,146110.961,555099.0,0.263216040742282
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2025,3,24.963575219595302,22.920431,4.2175,7.3935485,31,Norte,3.5191,2.1088,62757.496,47549.147,143012.621,555099.0,0.2576344417842583
