uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia,consumo_comercial_mwh,consumo_industrial_mwh,consumo_residencial_mwh,n_domicilios,consumo_resid_por_domicilio
PA,2022,3,25.49263630042454,22.727877,18.0,4.1234393,7.082743,31,Norte,3.5484,2.0617,174724.565,999380.781,354073.637,2444319.0,0.1448557397786459
PA,2022,4,26.044174573249045,22.93109,0.0,4.157455,7.9334106,30,Norte,3.5793,2.0787,172176.643,977665.591,348117.222,2444319.0,0.14241889949716055
PA,2022,5,26.00131496194756,22.043325,0.0,4.1829896,9.2403755,31,Norte,3.5769,2.0915,179501.332,1046877.645,360913.123,2444319.0,0.14765385491828195
PA,2022,6,25.94198068646598,21.85763,15.7,4.5978937,9.59623,30,Norte,3.5735,2.2989,182372.78,1090592.58,372655.354,2444319.0,0.15245774139954726
PA,2022,7,26.71817944415113,21.878489,15.5,4.8628345,10.561905,31,Norte,3.6173,2.4314,184978.995,1171670.001,380358.044,2444319.0,0.1556090035711378
PA,2022,8,27.16143945023921,22.114084,15.5,5.141693,10.981338,31,Norte,3.6425,2.5708,193526.653,1188542.254,406173.586,2444319.0,0.16617044911077483
PA,2022,9,27.902729490616466,22.941303,15.1,5.322562,10.848551,30,Norte,3.6851,2.6613,196496.819,1114000.87,423815.681,2444319.0,0.1733880401862441
PA,2022,10,28.025573367283307,23.845276,19.6,4.7112403,9.1021385,31,Norte,3.6922,2.3556,196760.999,1130199.0,416029.263,2444319.0,0.17020252389315796
PA,2022,11,26.918287096651994,23.480354,19.9,4.3407454,7.8426323,30,Norte,3.6287,2.1704,187032.693,1136390.89,406536.108,2444319.0,0.16631876117642583
PA,2022,12,26.44713712033515,23.296953,19.9,4.1301885,7.3300953,31,Norte,3.602,2.0651,186473.016,1180746.17,401439.618,2444319.0,0.16423372644896186
PA,2023,1,25.795771961195097,22.88423,19.4,4.021443,7.025974,31,Norte,3.5654,2.0107,176754.648,1174574.868,374702.947,2444319.0,0.15329543607033289
PA,2023,2,25.82279707450298,22.918219,19.5,4.0654206,7.1082997,28,Norte,3.5669,2.0327,168418.009,1065638.863,356648.013,2444319.0,0.14590894764554052
PA,2023,3,25.770999157026992,23.043922,19.9,4.052766,6.7933335,31,Norte,3.564,2.0264,194432.988,1195183.675,383498.865,2444319.0,0.15689395083047672
PA,2023,4,26.12027266136031,23.115551,20.1,4.2629156,7.277106,30,Norte,3.5836,2.1315,184016.622,1139619.654,370757.809,2444319.0,0.15168143315172855
PA,2023,5,26.65465961944977,23.398413,20.9,4.2814007,7.8331566,31,Norte,3.6137,2.1407,189879.634,1188270.927,396259.494,2444319.0,0.16211447605652127
PA,2023,6,26.772414656276585,22.521704,16.3,4.634796,9.459433,30,Norte,3.6204,2.3174,197274.157,1151147.499,428716.489,2444319.0,0.17539301907811541
PA,2023,7,26.903588049348883,21.843977,13.8,4.8931966,10.8704815,31,Norte,3.6278,2.4466,198386.519,1181119.171,425860.051,2444319.0,0.1742244162893632
PA,2023,8,27.94563011886917,22.726841,15.5,5.172797,11.261503,31,Norte,3.6876,2.5864,206946.002,1177414.001,454246.002,2444319.0,0.1858374467489718
PA,2023,9,28.42893399131266,23.399525,19.5,5.3720036,11.129365,30,Norte,3.7156,2.686,207992.0,1198895.001,464019.001,2444319.0,0.18983569697735853
PA,2023,10,28.682239338083264,23.77619,18.7,5.3712254,10.738839,31,Norte,3.7303,2.6856,213695.995,1180981.0,491806.002,2444319.0,0.20120368986208428
PA,2023,11,28.270340523941776,23.907494,20.4,4.965939,9.8672905,30,Norte,3.7064,2.483,218560.001,1104648.0,485953.002,2444319.0,0.19880915788814799
PA,2023,12,27.460521895125623,23.738289,20.3,4.7216263,8.863674,31,Norte,3.6596,2.3608,206848.003,1161580.0,478726.001,2444319.0,0.19585250574904503
PA,2024,1,26.77360898677251,23.604067,20.4,4.5911546,7.859327,31,Norte,3.6205,2.2956,194404.642,1149143.905,449381.677,2444319.0,0.18384739348669304
PA,2024,2,26.47875968026955,23.530735,20.9,4.4978004,7.3901043,29,Norte,3.6038,2.2489,186981.251,1050812.399,430298.76,2444319.0,0.1760403449795219
PA,2024,3,26.59085876785408,23.810148,20.5,4.3588986,7.1495266,31,Norte,3.6101,2.1794,195931.194,1127381.999,422691.0,2444319.0,0.17292791980097524
PA,2024,4,26.604558286082057,23.821245,21.2,4.2007804,7.1744246,30,Norte,3.6109,2.1004,196143.117,1087744.675,430638.531,2444319.0,0.1761793493402457
PA,2024,5,27.21212684089992,23.652515,18.8,4.514491,8.445161,31,Norte,3.6454,2.2572,205489.856,1198365.763,441348.693,2444319.0,0.18056100410789264
PA,2024,6,27.1104565553125,22.582132,17.0,4.8596,9.923066,30,Norte,3.6396,2.4298,206984.121,1189952.758,467286.734,2444319.0,0.19117256544665406
PA,2024,7,27.2560400589894,21.899092,14.6,5.2327623,11.284156,31,Norte,3.6479,2.6164,211191.38,1252914.514,467286.6,2444319.0,0.1911725106256589
PA,2024,8,27.685208172893,22.192478,13.8,5.4054055,11.767963,31,Norte,3.6725,2.7027,215540.996,1243198.495,494020.466,2444319.0,0.20210965344539727
PA,2024,9,28.873390682556533,23.438797,14.6,5.6535406,11.630392,30,Norte,3.7415,2.8268,214333.029,1230212.992,497933.913,2444319.0,0.20371069119865287
PA,2024,10,28.408753798057973,23.896862,20.7,5.1617002,10.062484,31,Norte,3.7144,2.5809,218272.47,1221539.948,500418.345,2444319.0,0.2047271019044568
PA,2024,11,28.093241164762745,23.97726,20.0,4.923349,9.354135,30,Norte,3.6961,2.4617,214260.287,1214057.099,505087.312,2444319.0,0.20663723188339983
PA,2024,12,27.05053452537605,23.682148,20.0,4.3862,8.194825,31,Norte,3.6362,2.1931,212060.961,1281739.741,502978.024,2444319.0,0.2057742970536988
PA,2025,1,25.95083900402024,23.043491,20.4,4.1795583,7.4224377,31,Norte,3.574,2.0898,193380.903,1288796.358,453464.899,2444319.0,0.18551788821344511
PA,2025,2,25.77550727175317,22.92948,19.9,4.389124,7.381922,28,Norte,3.5642,2.1946,185291.925,1123387.711,421968.219,2444319.0,0.17263222148991192
PA,2025,3,26.031570398547736,23.12875,19.9,4.4387193,7.3840623,31,Norte,3.5786,2.2194,193665.909,1235305.863,420249.102,2444319.0,0.17192891026089477
PA,2025,4,26.47520972798977,23.334167,20.1,4.530579,7.9554996,30,Norte,3.6036,2.2653,200853.251,1248753.389,448506.787,2444319.0,0.18348946557302873
PA,2025,5,26.668595867051824,22.90351,18.1,4.6909037,8.827272,31,Norte,3.6145,2.3455,209022.972,1254664.053,464774.544,2444319.0,0.1901447986126197
PA,2025,6,26.5709937569623,22.438637,17.6,4.6814632,9.282576,30,Norte,3.609,2.3407,210467.181,1234416.131,478912.377,2444319.0,0.19592875438925933
PA,2025,7,26.782264248230582,21.67522,15.7,5.0080647,10.800587,31,Norte,3.6209,2.504,216264.882,1269547.321,493340.965,2444319.0,0.20183166149753778
PA,2025,8,27.636159042254697,22.804749,17.9,5.2471433,10.060831,31,Norte,3.6697,2.6236,215292.556,1344420.862,485530.188,2444319.0,0.19863617964758284
PA,2025,9,28.1694690861606,23.408823,0.0,5.255002,10.096071,30,Norte,3.7005,2.6275,217729.461,1292589.926,497821.298,2444319.0,0.2036646190615873
PA,2025,10,27.64668980300665,23.302885,19.0,5.155542,9.649863,31,Norte,3.6703,2.5778,228112.457,1356159.481,528853.31,2444319.0,0.21636018457492662
PA,2025,11,27.719193289719016,23.67474,20.2,4.8286233,8.957997,30,Norte,3.6745,2.4143,224296.087,1348583.217,539657.241,2444319.0,0.2207802013566969
PA,2025,12,26.58004206489903,23.289207,19.3,4.274788,7.8419046,31,Norte,3.6095,2.1374,220884.966,1363425.257,515676.123,2444319.0,0.21096924051238813
PB,2021,1,26.83776999803962,22.479702,18.3,5.87311,10.10297,31,Nordeste,3.6241,2.9366,78424.977,130962.714,197316.465,1372108.0,0.14380534549758472
PB,2021,2,26.27999082627452,22.053947,19.2,5.783563,10.003289,28,Nordeste,3.5925,2.8918,78298.434,117614.454,196265.786,1372108.0,0.1430396047541447
PB,2021,3,25.715898689611137,21.834503,18.6,5.703318,9.1099415,31,Nordeste,3.5609,2.8517,76071.125,124967.44,206157.074,1372108.0,0.1502484308815341
PB,2021,4,25.566257617042176,21.999332,17.6,4.776465,8.013333,30,Nordeste,3.5525,2.3882,76764.576,114759.733,206529.735,1372108.0,0.15052002830680966
PB,2021,5,23.86681812392857,20.4097,16.4,4.036279,7.4141793,31,Nordeste,3.4591,2.0181,77258.417,112743.523,191847.769,1372108.0,0.1398197292049897
PB,2021,6,23.641665236382075,19.049166,14.4,3.8773503,9.489166,30,Nordeste,3.4469,1.9387,73489.392,112885.573,183039.145,1372108.0,0.1333999546682914
PB,2021,7,24.810625640752807,20.834044,15.8,3.2822232,7.894326,31,Nordeste,3.5107,1.6411,74390.023,125364.271,181222.841,1372108.0,0.1320762221341177
PB,2021,8,25.1524583688781,20.860655,15.8,3.9042509,8.455737,31,Nordeste,3.5296,1.9521,74541.585,126304.618,181874.033,1372108.0,0.13255081451314327
PB,2021,9,27.04065506714711,22.18372,17.4,4.795111,9.78217,30,Nordeste,3.6356,2.3976,75974.657,124687.141,181950.268,1372108.0,0.13260637500838127
PB,2021,10,27.93324981812508,23.149193,18.8,4.9733696,10.059678,31,Nordeste,3.6868,2.4867,82311.025,121517.04,195881.42,1372108.0,0.14275947665927172
PB,2021,11,28.53522673586984,24.224392,20.4,5.2287273,9.4463415,30,Nordeste,3.7218,2.6144,82978.439,120995.927,197028.469,1372108.0,0.14359545239879076
PB,2021,12,27.65099062217028,23.951021,19.6,4.9304295,8.282041,31,Nordeste,3.6706,2.4652,89334.621,114618.111,216733.519,1372108.0,0.1579566032702965
PB,2022,1,26.44400993634624,22.728456,17.7,5.3205667,8.397561,31,Nordeste,3.6018,2.6603,83535.818,114763.761,200867.982,1372108.0,0.14639371099068002
PB,2022,2,27.06864053996065,22.852678,19.7,6.2300835,9.133928,28,Nordeste,3.6372,3.115,77934.547,109983.066,188797.818,1372108.0,0.1375969078235824
PB,2022,3,26.40363947358972,22.7,17.9,5.307046,8.314113,31,Nordeste,3.5995,2.6535,86548.722,118708.955,212140.151,1372108.0,0.1546089309296353
PB,2022,4,25.96732260572628,22.167501,16.4,4.9966755,8.349167,30,Nordeste,3.575,2.4983,82581.549,114580.596,196637.279,1372108.0,0.14331035093447456
PB,2022,5,25.266018054428827,21.857086,17.1,4.018265,7.5469637,31,Nordeste,3.5359,2.0091,83114.737,113173.014,199194.028,1372108.0,0.14517372393426756
PB,2022,6,23.86220830818136,20.399584,14.6,3.7519257,7.41375,30,Nordeste,3.4588,1.876,76145.334,111601.616,174796.267,1372108.0,0.1273924989869602
PB,2022,7,23.72231411071024,19.781855,13.5,3.9458497,8.058064,31,Nordeste,3.4512,1.9729,74383.308,117496.391,175959.541,1372108.0,0.1282402995974078
PB,2022,8,23.84846785224873,19.170967,13.4,4.75311,9.420161,31,Nordeste,3.4581,2.3766,73277.719,120715.061,173985.761,1372108.0,0.1268017976719034
PB,2022,9,25.30370150502917,20.364584,14.1,5.771283,10.32875,30,Nordeste,3.5379,2.8856,75917.254,115253.32,184694.977,1372108.0,0.13460673430954415
PB,2022,10,26.52881448572305,21.818548,16.1,6.0724387,10.014919,31,Nordeste,3.6066,3.0362,78170.75,117035.567,185265.347,1372108.0,0.13502242316202515
PB,2022,11,26.40846924393548,22.512917,18.6,5.5321107,8.740417,30,Nordeste,3.5998,2.7661,83148.875,108019.697,203344.044,1372108.0,0.14819827885268505
PB,2022,12,26.089908577842383,22.023706,18.0,5.919301,9.0590515,31,Nordeste,3.5818,2.9597,86367.401,107153.302,210297.078,1372108.0,0.15326568899824214
PB,2023,1,26.65193497503156,22.654694,17.1,5.5953813,8.920408,31,Nordeste,3.6136,2.7977,85341.148,103155.317,216625.734,1372108.0,0.15787804895824525
PB,2023,2,26.84768958361496,22.717855,15.6,5.695242,9.15759,28,Nordeste,3.6247,2.8476,83935.429,100756.809,218030.613,1372108.0,0.1589019326467013
PB,2023,3,26.00158261607617,22.255474,18.8,5.686172,8.719343,31,Nordeste,3.5769,2.8431,84444.645,108622.144,210372.077,1372108.0,0.15332034868975328
PB,2023,4,25.76175426045868,22.083704,17.4,5.7179866,8.363334,30,Nordeste,3.5635,2.859,86006.813,105566.575,216462.874,1372108.0,0.15775935567754143
PB,2023,5,25.71067373652208,21.963083,17.6,5.1678243,8.262008,31,Nordeste,3.5606,2.5839,88279.986,107219.632,227464.988,1372108.0,0.16577775801904807
PB,2023,6,24.7441391645429,21.256296,16.6,4.398903,7.625555,30,Nordeste,3.507,2.1995,78310.743,105379.462,194454.297,1372108.0,0.14171938141895535
PB,2023,7,24.676183267287893,20.329857,14.2,5.071687,9.043884,31,Nordeste,3.5033,2.5358,74196.434,111839.813,177163.482,1372108.0,0.12911773854536232
PB,2023,8,25.04714413673057,20.343369,14.6,5.6021905,10.094265,31,Nordeste,3.5237,2.8011,77917.297,111708.808,189420.644,1372108.0,0.13805082690283854
PB,2023,9,25.68617996809516,20.895555,16.1,6.0506516,10.3540745,30,Nordeste,3.5592,3.0253,81224.948,106945.862,208936.212,1372108.0,0.15227388223084481
PB,2023,10,26.4768755001974,21.37211,17.0,6.765331,11.165737,31,Nordeste,3.6036,3.3827,84550.076,111180.979,212108.086,1372108.0,0.15458556177793586
PB,2023,11,26.975384152778265,22.332085,18.4,6.722905,10.4679165,30,Nordeste,3.6319,3.3615,89345.387,106856.643,230214.434,1372108.0,0.16778156967235816
PB,2023,12,27.06004302236364,22.75611,18.6,6.3488903,9.658371,31,Nordeste,3.6367,3.1744,91101.836,99361.119,229658.429,1372108.0,0.16737635011238183
PB,2024,1,27.19756455342796,23.133179,19.9,6.3165526,9.036866,31,Nordeste,3.6446,3.1583,93348.314,105450.497,246125.208,1372108.0,0.1793774309310929
PB,2024,2,27.34557504487944,23.364767,19.4,6.0180116,9.088083,29,Nordeste,3.6531,3.009,90707.898,101077.55,245249.22,1372108.0,0.17873900596746028
PB,2024,3,27.20507409675333,23.64221,20.5,5.6924415,8.132664,31,Nordeste,3.645,2.8462,94808.899,109191.699,240692.741,1372108.0,0.17541821853673326
PB,2024,4,26.58619788686463,23.22069,20.3,5.278934,7.775,30,Nordeste,3.6098,2.6395,96813.952,112089.183,256884.456,1372108.0,0.1872188311707242
PB,2024,5,25.940926048611114,22.259686,17.1,4.924368,8.153754,31,Nordeste,3.5735,2.4622,95777.586,111225.347,249248.019,1372108.0,0.1816533530888239
PB,2024,6,25.03962786458852,21.29256,16.0,4.4500003,8.085124,30,Nordeste,3.5233,2.225,90317.474,107645.794,229607.056,1372108.0,0.16733890918207606
PB,2024,7,24.48052510342708,20.41822,14.6,4.558143,8.337711,31,Nordeste,3.4925,2.2791,86719.151,110875.019,219953.99,1372108.0,0.160303700583336
PB,2024,8,25.238457516358167,20.212608,14.1,5.486927,10.287826,31,Nordeste,3.5343,2.7435,86361.287,111011.978,216612.911,1372108.0,0.1578687034839823
PB,2024,9,25.80509518298305,20.824583,14.9,6.214824,10.54875,30,Nordeste,3.5659,3.1074,84978.806,103322.545,216222.185,1372108.0,0.15758394018546645
PB,2024,10,27.00248216340036,22.169432,17.9,6.4736958,10.440175,31,Nordeste,3.6335,3.2368,91801.842,110922.153,238019.39,1372108.0,0.17346986534587658
PB,2024,11,27.749035328081963,22.91171,19.0,6.5008755,10.206306,30,Nordeste,3.6762,3.2504,92177.227,109391.977,234136.921,1372108.0,0.17064030018045226
PB,2024,12,27.419096860711367,23.268202,18.3,5.7682095,9.171129,31,Nordeste,3.6573,2.8841,99474.579,101925.948,263035.733,1372108.0,0.19170191632145575
PB,2025,1,26.428467336089028,22.743317,19.1,5.779307,8.693088,31,Nordeste,3.6009,2.8897,98590.042,106083.323,271524.964,1372108.0,0.19788891544980422
PB,2025,2,25.94827381964077,21.850512,17.9,6.1949306,9.097449,28,Nordeste,3.5739,3.0975,93915.508,101682.359,258454.705,1372108.0,0.18836323744195063
PB,2025,3,26.15690364932821,22.315685,17.9,6.0329103,8.953921,31,Nordeste,3.5856,3.0165,95160.549,111739.51,254465.641,1372108.0,0.18545598524314413
PB,2025,4,26.714948285930227,22.354088,17.7,5.9235587,10.086793,30,Nordeste,3.6171,2.9618,96975.127,101461.382,258488.93,1372108.0,0.1883881808137552
PB,2025,5,25.853869102794704,21.294804,16.8,5.1452355,10.013637,31,Nordeste,3.5686,2.5726,98512.925,108759.461,270941.537,1372108.0,0.1974637105825489
PB,2025,6,25.285728952619763,21.3525,18.4,4.7136946,8.855,30,Nordeste,3.5369,2.3568,92025.792,101745.776,241587.605,1372108.0,0.1760704004349512
PB,2025,7,24.72161935990857,20.391935,16.6,4.7975936,9.2798395,31,Nordeste,3.5058,2.3988,89322.112,115514.714,232853.425,1372108.0,0.16970488110265372
PB,2025,8,25.087567645811685,20.520338,16.8,5.4114904,9.906779,31,Nordeste,3.526,2.7057,90581.212,111195.793,242327.271,1372108.0,0.17660947316100484
PB,2025,9,25.61793784450218,20.95,17.7,5.9150486,10.271667,30,Nordeste,3.5554,2.9575,89465.044,110699.27,230546.035,1372108.0,0.1680232423395243
PB,2025,10,26.73485557180034,21.45284,14.4,6.4127192,10.835795,31,Nordeste,3.6183,3.2064,96017.26,111491.782,250910.953,1372108.0,0.18286530870747783
PB,2025,11,28.222288209043693,22.892216,16.5,6.411143,10.750898,30,Nordeste,3.7036,3.2056,99164.668,106353.421,264633.9,1372108.0,0.19286666938754093
PB,2025,12,28.04864422859788,23.312366,19.3,6.179,10.062903,31,Nordeste,3.6935,3.0895,103381.265,99849.627,285859.141,1372108.0,0.2083357439793369
PE,2021,1,27.05224894630978,22.452198,17.5,5.121729,9.168681,31,Nordeste,3.6363,2.5609,250396.0,342156.0,488889.0,3184223.0,0.15353478697942952
PE,2021,2,27.705565735030948,22.763311,18.2,5.5122437,9.775,28,Nordeste,3.6737,2.7561,239493.0,320568.149,460335.0,3184223.0,0.14456745020684794
PE,2021,3,27.205618587260226,22.491413,17.8,5.4100027,9.45097,31,Nordeste,3.6451,2.705,243472.0,339456.592,492996.0,3184223.0,0.15482458357973045
PE,2021,4,26.336787377579743,22.00507,17.8,4.956059,8.724507,30,Nordeste,3.5957,2.478,234164.0,321841.145,491797.0,3184223.0,0.15444803960024156
PE,2021,5,24.700007960768144,20.778736,15.2,4.03767,7.9132185,31,Nordeste,3.5046,2.0188,231750.0,339236.23,436117.0,3184223.0,0.13696182710821447
PE,2021,6,24.368609247535947,19.857386,13.4,4.2170024,8.735795,30,Nordeste,3.4864,2.1085,228761.0,314076.122,441618.0,3184223.0,0.13868940711752914
PE,2021,7,24.128197838139453,19.802,15.7,4.1121564,8.488571,31,Nordeste,3.4733,2.0561,222667.0,343798.129,404314.0,3184223.0,0.12697414722524145
PE,2021,8,24.499002828718982,20.079351,14.5,4.3991637,8.476696,31,Nordeste,3.4936,2.1996,226384.0,329369.018,407639.0,3184223.0,0.12801835801072978
PE,2021,9,27.435041893809345,21.850353,17.0,5.2798605,10.202127,30,Nordeste,3.6582,2.6399,230144.0,322658.531,417819.0,3184223.0,0.13121537028028502
PE,2021,10,29.03659693829248,23.201303,18.2,5.609514,10.193479,31,Nordeste,3.7511,2.8048,249814.0,335966.705,455028.0,3184223.0,0.1429007955787016
PE,2021,11,29.69952602129668,24.570559,19.5,4.9778905,9.09797,30,Nordeste,3.7902,2.4889,257271.0,336806.526,458910.0,3184223.0,0.14411993129878153
PE,2021,12,28.683058933814884,24.131168,19.7,4.6925635,8.162337,31,Nordeste,3.7304,2.3463,268509.0,330298.454,498072.0,3184223.0,0.15641869303751654
PE,2022,1,27.73087237155463,22.997917,19.2,4.9299693,8.426389,31,Nordeste,3.6752,2.465,255507.0,328878.853,473644.0,3184223.0,0.1487471197840101
PE,2022,2,28.75124276260392,23.439007,19.0,4.8900056,9.030497,28,Nordeste,3.7344,2.445,248323.0,321438.041,457895.0,3184223.0,0.14380117221689562
PE,2022,3,27.5846230436488,22.489103,18.1,4.5891466,8.920512,31,Nordeste,3.6668,2.2946,263697.0,328388.549,501858.0,3184223.0,0.1576076801153688
PE,2022,4,27.464247136602445,22.105999,17.5,4.7347264,9.190666,30,Nordeste,3.6599,2.3674,258089.0,326959.704,458331.0,3184223.0,0.14393809730034612
PE,2022,5,26.08415762056102,21.737999,17.3,3.4413872,7.6066666,31,Nordeste,3.5815,1.7207,254549.0,339041.39,463272.0,3184223.0,0.1454898102299996
PE,2022,6,22.756297225156143,19.697248,14.8,3.3512642,6.421101,30,Nordeste,3.3993,1.6756,240911.0,310617.647,420795.0,3184223.0,0.13214997818934163
PE,2022,7,22.098256051316213,18.876852,12.5,3.38597,6.5907407,31,Nordeste,3.3644,1.693,233446.0,317881.916,406281.0,3184223.0,0.1275918803425514
PE,2022,8,22.122013681278016,18.221395,13.3,4.3888383,7.8748837,31,Nordeste,3.3656,2.1944,237934.0,316326.348,401628.0,3184223.0,0.1261306133395808
PE,2022,9,23.611866225060904,18.599333,13.1,6.21502,11.015,30,Nordeste,3.4452,3.1075,240030.0,321202.025,420777.0,3184223.0,0.13214432531892395
PE,2022,10,25.5914541403138,20.329655,15.0,6.433395,11.445862,31,Nordeste,3.554,3.2167,245684.0,332166.462,431603.0,3184223.0,0.13554421282680265
PE,2022,11,25.360781743223768,21.167776,17.6,5.741519,9.6059265,30,Nordeste,3.5411,2.8708,261536.0,295806.491,483232.0,3184223.0,0.15175821542649495
PE,2022,12,25.47861628669804,20.724731,17.0,6.2819,10.442653,31,Nordeste,3.5477,3.141,258023.0,289136.205,474418.0,3184223.0,0.1489901932119704
PE,2023,1,25.86822754760993,21.084948,17.0,6.0824194,10.832258,31,Nordeste,3.5694,3.0412,253438.0,320519.883,479570.0,3184223.0,0.15060817034485335
PE,2023,2,26.34701399265964,21.430952,15.6,5.9749603,11.004762,28,Nordeste,3.5963,2.9875,247357.0,321552.989,482353.0,3184223.0,0.15148216692109817
PE,2023,3,25.82137527680289,21.38835,16.9,5.513847,9.979288,31,Nordeste,3.5668,2.7569,259556.0,341573.569,517979.0,3184223.0,0.16267045367111538
PE,2023,4,25.23720924347285,21.059666,15.8,5.0976653,9.694666,30,Nordeste,3.5343,2.5488,254308.0,307232.709,489181.0,3184223.0,0.15362648909953858
PE,2023,5,24.61262471209472,21.03361,16.4,4.555947,8.409367,31,Nordeste,3.4998,2.278,258451.0,321478.82,511800.0,3184223.0,0.16072994887606804
PE,2023,6,23.04318870217909,19.935778,15.8,3.8876915,7.49824,30,Nordeste,3.4146,1.9438,246870.0,310537.47,442581.0,3184223.0,0.13899183568487508
PE,2023,7,22.856764534194703,18.835484,13.7,4.6355157,9.082992,31,Nordeste,3.4047,2.3178,231927.0,313708.99,415912.0,3184223.0,0.13061648006436735
PE,2023,8,23.925525962940707,19.440176,14.3,5.1698785,10.127859,31,Nordeste,3.4623,2.5849,234729.0,320270.533,425966.0,3184223.0,0.13377392224099882
PE,2023,9,24.75909874753239,19.992424,15.1,5.6186075,10.63303,30,Nordeste,3.5078,2.8093,242630.0,311890.107,463166.0,3184223.0,0.1454565211042066
PE,2023,10,26.375972553460745,20.720236,16.1,6.696469,12.203519,31,Nordeste,3.598,3.3482,256160.0,317874.367,459354.0,3184223.0,0.14425936876908432
PE,2023,11,27.72071399436586,22.363964,16.7,6.5122437,11.337838,30,Nordeste,3.6746,3.2561,262373.0,312093.09,507117.0,3184223.0,0.15925926042240132
PE,2023,12,27.56474485515432,22.800278,17.6,5.844087,10.080886,31,Nordeste,3.6656,2.922,272965.0,301797.779,514303.0,3184223.0,0.16151601191248227
PE,2024,1,27.66507021077455,23.219664,17.6,5.841524,9.765168,31,Nordeste,3.6714,2.9208,262623.0,298347.716,525269.0,3184223.0,0.16495986619027625
PE,2024,2,26.68156460518415,22.679688,18.3,5.507521,9.2025,29,Nordeste,3.6152,2.7538,262202.0,312026.501,518139.0,3184223.0,0.16272070140816142
PE,2024,3,26.64299392010658,22.729519,18.8,5.704651,8.970482,31,Nordeste,3.613,2.8523,270950.0,325637.561,536615.0,3184223.0,0.16852305884355462
PE,2024,4,25.796023752145764,22.253448,18.1,4.965264,8.580173,30,Nordeste,3.5654,2.4826,274992.0,327408.716,544689.0,3184223.0,0.17105868527424115
PE,2024,5,24.61553907584345,21.03136,16.2,4.4601045,8.436094,31,Nordeste,3.4999,2.2301,272799.0,349180.739,509696.0,3184223.0,0.1600691911339124
PE,2024,6,23.2889704884926,19.838688,13.4,4.0641336,8.028852,30,Nordeste,3.4278,2.0321,259302.0,323333.346,491421.0,3184223.0,0.15432995741818334
PE,2024,7,22.78338215630912,19.029781,14.2,4.312426,8.296865,31,Nordeste,3.4007,2.1562,240573.0,333554.262,435574.0,3184223.0,0.13679129885061442
PE,2024,8,23.77031307754769,19.25851,13.7,5.126401,9.746808,31,Nordeste,3.4538,2.5632,247978.0,338610.23,455347.0,3184223.0,0.1430009770044372
PE,2024,9,24.672423804281184,19.69436,12.5,5.712684,10.51015,30,Nordeste,3.5031,2.8563,246881.0,314051.347,469872.0,3184223.0,0.14756252938314937
PE,2024,10,26.22096329165129,20.892307,14.4,6.2005744,11.494332,31,Nordeste,3.5892,3.1003,252508.0,328537.789,450955.0,3184223.0,0.14162167662252298
PE,2024,11,26.968245206929783,21.66626,16.3,6.452653,11.424391,30,Nordeste,3.6315,3.2263,267971.0,336408.475,507505.0,3184223.0,0.159381111184738
PE,2024,12,27.45284672192078,22.06258,17.0,6.620477,11.665161,31,Nordeste,3.6592,3.3102,277825.0,323223.826,539989.0,3184223.0,0.1695826579985133
PE,2025,1,26.284569939827776,22.152903,18.0,5.68317,9.549677,31,Nordeste,3.5928,2.8416,238008.586,303574.196,512717.754,3184223.0,0.1610181680114741
PE,2025,2,25.91159760891261,21.294285,15.9,6.2654524,10.021786,28,Nordeste,3.5718,3.1327,247730.864,307930.854,504942.62,3184223.0,0.15857639995691256
PE,2025,3,26.59278136379204,21.828526,16.6,6.0827656,10.493114,31,Nordeste,3.6102,3.0414,242168.281,294301.406,527669.389,3184223.0,0.16571370441077776
PE,2025,4,26.46403622661717,21.52902,16.6,5.8575835,10.65979,30,Nordeste,3.6029,2.9288,254352.088,323144.386,504527.252,3184223.0,0.15844595431915415
PE,2025,5,24.75722544211241,20.804577,14.7,4.465295,8.801056,31,Nordeste,3.5077,2.2326,253278.326,321550.786,536362.679,3184223.0,0.16844381784818463
PE,2025,6,23.040487377333235,19.65041,15.3,4.0777874,7.8778687,30,Nordeste,3.4145,2.0389,241342.751,312223.316,461405.711,3184223.0,0.14490370523672494
PE,2025,7,22.148000476996508,18.554031,14.5,4.438224,8.336694,31,Nordeste,3.367,2.2191,223558.039,321627.482,447299.978,3184223.0,0.14047382297031333
PE,2025,8,22.595552964568725,18.543547,12.9,4.957947,9.22379,31,Nordeste,3.3907,2.479,223059.461,338515.083,448735.728,3184223.0,0.14092471789821254
PE,2025,9,23.266795976196672,19.157024,15.2,5.303863,9.373967,30,Nordeste,3.4266,2.6519,230077.468,323519.952,444306.39,3184223.0,0.13953369157876191
PE,2025,10,24.64024855102976,19.742294,16.1,6.331089,11.051971,31,Nordeste,3.5013,3.1655,236475.207,335376.794,447423.906,3184223.0,0.14051274235504235
PE,2025,11,26.53800957529748,21.01111,16.5,6.828895,12.19037,30,Nordeste,3.6071,3.4144,248833.353,346405.348,506178.966,3184223.0,0.1589646723863247
PE,2025,12,26.748088275544173,21.703226,16.9,6.189405,11.281003,31,Nordeste,3.619,3.0947,253062.321,312289.61,539609.874,3184223.0,0.16946359410129253
