uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia
RR,2024,7,28.33572684108104,24.993547,22.8,3.915967,5.83871,31,Norte,3.7102,1.958
RR,2024,8,30.168704680783463,26.129032,21.3,5.1181326,6.967742,31,Norte,3.8181,2.5591
RR,2024,9,29.420744197435205,24.47,21.9,6.2791934,10.623333,30,Norte,3.7737,3.1396
RR,2024,10,29.68548387096774,24.532259,22.5,6.14945,11.464516,31,Norte,3.7893,3.0747
RR,2024,11,29.54319449530708,24.906668,21.4,5.767789,10.4,30,Norte,3.7809,2.8839
RR,2024,12,28.81465066889281,24.919355,23.9,5.4575434,8.577419,31,Norte,3.7381,2.7288
RR,2025,1,28.301075186780704,24.187096,22.2,5.3767347,9.032258,31,Norte,3.7081,2.6884
RR,2025,2,28.10922604515439,24.453571,22.7,5.244022,8.228571,28,Norte,3.697,2.622
RR,2025,3,28.23893667671431,24.503225,21.5,5.4079766,8.109677,31,Norte,3.7045,2.704
RR,2025,4,28.506303750398523,25.053333,22.4,4.8259063,6.3966665,30,Norte,3.7201,2.413
RR,2025,5,28.24539266186372,24.996668,23.3,4.0436897,5.903333,31,Norte,3.7049,2.0218
RR,2025,6,28.58387920245693,25.32,23.6,4.4054427,5.6766667,30,Norte,3.7246,2.2027
RR,2025,7,28.11774437532397,24.654839,21.6,4.2429905,6.125807,31,Norte,3.6975,2.1215
RR,2025,8,29.646086131336048,25.3,21.5,5.1519437,7.409678,31,Norte,3.787,2.576
RR,2025,9,31.18495014004364,26.626667,23.0,5.9989843,8.536667,30,Norte,3.8791,2.9995
RR,2025,10,29.321810019356867,26.14,25.4,4.84641,6.000001,31,Norte,3.7678,2.4232
RR,2025,11,,,,,,30,Norte,,
RR,2025,12,,,,,,31,Norte,,
RS,2021,1,23.10178310525813,18.723946,9.5,5.842362,9.475019,31,Sul,3.4178,2.9212
RS,2021,2,22.038824928640132,17.286472,8.8,6.119918,10.2464905,28,Sul,3.3612,3.06
RS,2021,3,21.543740010745275,17.354496,8.7,4.756231,9.44155,31,Sul,3.3352,2.3781
RS,2021,4,19.38168293477437,14.761911,3.1,4.3601513,10.243274,30,Sul,3.2241,2.1801
RS,2021,5,13.984772080546636,9.259133,-1.5,3.2461946,10.374923,31,Sul,2.9641,1.6231
RS,2021,6,12.733692276029156,9.11885,-2.9,2.4225876,7.854553,30,Sul,2.9074,1.2113
RS,2021,7,12.396958574903032,7.4097414,-4.6,3.3871524,10.976935,31,Sul,2.8923,1.6936
RS,2021,8,15.311973098109606,10.911093,-1.7,3.3629827,9.770892,31,Sul,3.0258,1.6815
RS,2021,9,17.05697047138897,13.148905,2.4,3.8435507,8.544698,30,Sul,3.1091,1.9218
RS,2021,10,18.22719235366473,13.23221,3.4,5.470759,10.40074,31,Sul,3.1664,2.7354
RS,2021,11,20.90774028155889,15.652177,5.7,6.206421,10.971377,30,Sul,3.3021,3.1032
RS,2021,12,22.80113770834009,17.040133,7.5,7.2005205,12.032287,31,Sul,3.4017,3.6003
RS,2022,1,25.39437315268364,19.863384,8.8,6.6378765,11.854155,31,Sul,3.543,3.3189
RS,2022,2,23.77378481009244,18.223907,8.3,6.2013597,11.91909,28,Sul,3.454,3.1007
RS,2022,3,20.97212558127604,16.659754,2.5,4.5570908,9.601633,31,Sul,3.3055,2.2785
RS,2022,4,18.173285295561865,13.93506,2.8,3.7857049,9.206451,30,Sul,3.1638,1.8929
RS,2022,5,13.821426185020869,10.167763,-1.7,2.7410965,7.8163652,31,Sul,2.9566,1.3705
RS,2022,6,11.735998929681177,7.990052,-3.6,2.381609,7.9323735,30,Sul,2.8631,1.1908
RS,2022,7,15.553936876497174,11.464827,-0.1,2.5194385,8.987314,31,Sul,3.0372,1.2597
RS,2022,8,13.454515808415342,9.013216,-2.8,3.601544,9.868869,31,Sul,2.9399,1.8008
RS,2022,9,14.465866399172263,9.851473,-2.3,4.433396,9.810966,30,Sul,2.9863,2.2167
RS,2022,10,17.243477056021355,12.683859,2.5,5.240782,9.913513,31,Sul,3.1181,2.6204
RS,2022,11,19.83690830222048,14.171805,0.3,7.0969815,11.603331,30,Sul,3.2472,3.5485
RS,2022,12,23.10146452268226,17.627356,7.8,7.153453,11.54725,31,Sul,3.4178,3.5767
RS,2023,1,24.6835324378776,19.185547,8.7,6.9476376,11.744901,31,Sul,3.5037,3.4738
RS,2023,2,23.303123585275184,17.93626,5.5,6.1774383,11.429349,28,Sul,3.4286,3.0887
RS,2023,3,23.820993532264232,19.588783,9.4,5.0724473,9.728005,31,Sul,3.4566,2.5362
RS,2023,4,18.691259375369704,14.13702,3.2,4.051372,9.994547,30,Sul,3.1895,2.0257
RS,2023,5,16.77766056425985,12.751686,2.2,2.9039555,8.878758,31,Sul,3.0956,1.452
RS,2023,6,14.7809270930679,10.763974,-2.4,2.5362809,8.719467,30,Sul,3.0009,1.2681
RS,2023,7,14.07967451913337,10.484905,-2.0,2.6831381,7.9824686,31,Sul,2.9685,1.3416
RS,2023,8,15.50561708417678,10.44513,-2.7,3.9028177,11.019768,31,Sul,3.0349,1.9514
RS,2023,9,17.308353035831754,13.59553,-0.1,3.3084671,8.270681,30,Sul,3.1213,1.6542
RS,2023,10,17.679517476033748,13.688937,2.0,4.5507536,8.678814,31,Sul,3.1394,2.2754
RS,2023,11,20.52355721055609,16.326054,4.4,5.038843,9.101303,30,Sul,3.2823,2.5194
RS,2023,12,22.726957639525917,18.371578,7.4,5.8937607,9.538839,31,Sul,3.3977,2.9469
RS,2024,1,22.68953824786468,18.363684,8.7,6.1896963,9.455811,31,Sul,3.3957,3.0948
RS,2024,2,24.29064126809817,20.03239,10.5,5.8442974,9.693861,29,Sul,3.4821,2.9221
RS,2024,3,22.48915466506184,18.117441,8.5,5.0010805,9.815868,31,Sul,3.3851,2.5005
RS,2024,4,20.357417745141888,16.780094,5.2,3.3130288,8.08049,30,Sul,3.2738,1.6565
RS,2024,5,14.985304536343396,11.804335,0.2,2.3722172,6.876517,31,Sul,3.0104,1.1861
RS,2024,6,16.172113479872472,12.562726,-4.5,2.6511688,8.149408,30,Sul,3.0665,1.3256
RS,2024,7,12.340548705452706,8.496791,-4.2,2.6931267,8.584722,31,Sul,2.8898,1.3466
RS,2024,8,14.427992234544202,10.286615,-3.2,3.1100633,9.308769,31,Sul,2.9845,1.555
RS,2024,9,17.892573069820127,13.633172,0.2,3.787071,9.503526,30,Sul,3.1499,1.8935
RS,2024,10,19.386458761133888,14.94259,-3.5,5.145024,9.667447,31,Sul,3.2244,2.5725
RS,2024,11,21.746242824396585,17.26808,-1.7,5.401752,9.76992,30,Sul,3.3459,2.7009
RS,2024,12,21.022360604246234,16.14824,4.4,6.39257,10.333516,31,Sul,3.3081,3.1963
RS,2025,1,23.643809633999584,18.435398,9.5,6.7601566,11.261303,31,Sul,3.447,3.3801
RS,2025,2,25.064723187594407,20.106062,5.7,5.9844813,11.185973,28,Sul,3.5247,2.9922
RS,2025,3,23.11895865302309,18.153028,8.1,5.335298,10.995519,31,Sul,3.4187,2.6676
RS,2025,4,17.971752812865837,13.605742,2.8,3.945285,9.661396,30,Sul,3.1538,1.9726
RS,2025,5,16.468833877682297,12.599219,0.0,2.9409468,8.7274065,31,Sul,3.0807,1.4705
RS,2025,6,11.43650651774023,7.878996,-4.9,2.2416356,7.6841073,30,Sul,2.8499,1.1208
RS,2025,7,11.894321559459971,7.7100554,-8.9,2.7741508,9.608948,31,Sul,2.87,1.3871
RS,2025,8,13.654104159500376,9.380208,-9.2,3.157858,9.358958,31,Sul,2.949,1.5789
RS,2025,9,16.13380718652445,11.819134,0.7,4.0465074,9.317548,30,Sul,3.0647,2.0233
RS,2025,10,18.036706865375688,13.617707,1.1,4.9695215,9.391283,31,Sul,3.157,2.4848
RS,2025,11,19.874161511558068,14.6769495,2.3,6.4479914,10.874161,30,Sul,3.2491,3.224
RS,2025,12,23.39792343533493,18.730007,2.2,6.263087,10.0542145,31,Sul,3.4337,3.1315
SC,2021,1,21.42415205699213,18.577951,6.5,4.3744726,6.675249,31,Sul,3.329,2.1872
SC,2021,2,21.01080843614529,16.552092,5.6,6.0323815,9.720418,28,Sul,3.3075,3.0162
SC,2021,3,21.084858290481524,17.413584,5.7,4.5884056,8.507225,31,Sul,3.3113,2.2942
SC,2021,4,17.93274588279218,13.705493,0.5,4.252924,9.229564,30,Sul,3.1519,2.1265
SC,2021,5,14.628316271099743,10.090646,-1.6,3.297351,9.940645,31,Sul,2.9938,1.6487
SC,2021,6,12.83411447760096,9.468457,-7.5,2.341471,7.648007,30,Sul,2.9119,1.1707
SC,2021,7,11.80567550549027,6.6075,-8.6,3.4847841,11.328929,31,Sul,2.8661,1.7424
SC,2021,8,15.700241038306126,11.640877,0.5,3.339489,9.085613,31,Sul,3.0441,1.6697
SC,2021,9,17.29638815506467,13.251845,0.6,3.9979556,9.043495,30,Sul,3.1207,1.999
SC,2021,10,16.767577664729032,13.315108,2.6,4.138194,7.676619,31,Sul,3.0951,2.0691
SC,2021,11,19.56226647019502,15.376007,4.1,5.5403996,9.218235,30,Sul,3.2333,2.7702
SC,2021,12,20.69658040063826,15.996585,4.3,6.2681556,10.309108,31,Sul,3.2912,3.1341
SC,2022,1,22.422169710983265,18.24424,6.0,5.7395415,9.669585,31,Sul,3.3815,2.8698
SC,2022,2,22.14048546021143,17.488361,7.4,6.032905,10.41499,28,Sul,3.3666,3.0165
SC,2022,3,20.47032461086092,17.120712,2.2,4.089057,7.9227505,31,Sul,3.2796,2.0445
SC,2022,4,17.766367109101424,14.1863165,1.9,3.3375251,7.807719,30,Sul,3.1437,1.6688
SC,2022,5,14.002085305730208,10.543315,-2.9,2.7447047,7.445633,31,Sul,2.9649,1.3724
SC,2022,6,13.054291010615955,9.540417,-3.9,2.3010843,7.341935,30,Sul,2.9218,1.1505
SC,2022,7,15.927836511694696,11.685573,-1.7,3.0234656,9.305732,31,Sul,3.0549,1.5117
SC,2022,8,14.122042005040452,9.945538,-6.4,3.3817785,8.700729,31,Sul,2.9704,1.6909
SC,2022,9,14.212314261029594,10.361886,-2.5,3.7058356,8.068173,30,Sul,2.9746,1.8529
SC,2022,10,17.422284124074306,13.524509,3.2,4.3875613,8.425653,31,Sul,3.1269,2.1938
SC,2022,11,18.10639099170494,13.3775,-1.2,6.204693,9.807917,30,Sul,3.1604,3.1023
SC,2022,12,21.199601203183423,17.165592,5.1,6.181198,9.088172,31,Sul,3.3173,3.0906
SC,2023,1,21.892604365177757,17.683334,6.2,6.1851234,9.369086,31,Sul,3.3535,3.0926
SC,2023,2,21.35049417023131,17.404613,2.0,5.442651,8.83884,28,Sul,3.3252,2.7213
SC,2023,3,21.82493250582785,18.18656,7.4,4.9977455,8.636022,31,Sul,3.35,2.4989
SC,2023,4,18.15364040366615,14.37091,0.9,3.9553816,8.334685,30,Sul,3.1628,1.9777
SC,2023,5,16.649860737315763,12.799176,0.5,3.2677095,8.672291,31,Sul,3.0894,1.6339
SC,2023,6,14.619571861593132,10.622003,-0.4,2.820989,8.969817,30,Sul,2.9934,1.4105
SC,2023,7,14.593689025008176,11.294595,-0.8,2.6820197,7.5194592,31,Sul,2.9922,1.341
SC,2023,8,15.779177067887083,11.425485,-1.8,4.2904963,9.746122,31,Sul,3.0478,2.1452
SC,2023,9,18.49868371955051,14.675732,-0.3,4.5348296,8.745468,30,Sul,3.1799,2.2674
SC,2023,10,17.94469442802759,15.074327,2.7,3.6282728,6.6316957,31,Sul,3.1525,1.8141
SC,2023,11,20.236229810173207,16.506626,2.0,4.7310233,8.264869,30,Sul,3.2676,2.3655
SC,2023,12,22.28581609322203,18.399124,5.3,5.778943,8.79519,31,Sul,3.3743,2.8895
SC,2024,1,21.599276838318307,18.058449,6.9,5.2726226,8.223439,31,Sul,3.3382,2.6363
SC,2024,2,22.866793211936542,19.330542,7.2,5.2168684,8.342036,29,Sul,3.4052,2.6084
SC,2024,3,22.06268260057008,18.405737,5.6,4.6670995,8.395814,31,Sul,3.3625,2.3335
SC,2024,4,20.531642652415847,17.312145,3.4,3.3571079,7.361199,30,Sul,3.2827,1.6786
SC,2024,5,16.864397842815695,13.654291,-1.5,2.5773606,7.1068645,31,Sul,3.0998,1.2887
SC,2024,6,16.30756401263826,12.569697,-5.5,2.7272651,8.453428,30,Sul,3.073,1.3636
SC,2024,7,13.381258165146264,9.932637,-2.7,2.4704924,7.8733234,31,Sul,2.9366,1.2352
SC,2024,8,14.887120883876817,10.382275,-4.6,3.669758,10.147563,31,Sul,3.0059,1.8349
SC,2024,9,18.431412777674783,14.233806,1.7,3.9335515,9.545126,30,Sul,3.1765,1.9668
SC,2024,10,19.028198977422537,15.419749,0.7,4.5487947,8.099373,31,Sul,3.2063,2.2744
SC,2024,11,20.360764320296745,16.842327,3.6,4.9704394,7.877235,30,Sul,3.274,2.4852
SC,2024,12,20.52354896501317,16.923334,5.6,5.341364,7.98,31,Sul,3.2823,2.6707
SC,2025,1,22.448490028902537,18.477304,9.9,5.8534307,9.075355,31,Sul,3.3829,2.9267
SC,2025,2,23.893768515614333,20.019638,13.2,5.612212,9.310822,28,Sul,3.4605,2.8061
SC,2025,3,22.523588376577266,18.229038,0.0,5.1688094,9.654629,31,Sul,3.3869,2.5844
SC,2025,4,18.578163432246026,15.009695,3.1,3.6098113,8.066427,30,Sul,3.1838,1.8049
SC,2025,5,16.893647957435,13.180693,1.9,3.0578494,8.394536,31,Sul,3.1012,1.5289
SC,2025,6,13.278048008793895,9.9151325,-4.7,2.1683974,7.392229,30,Sul,2.9319,1.0842
SC,2025,7,12.193902144159656,7.9496956,-3.1,3.1628492,9.852738,31,Sul,2.8833,1.5814
SC,2025,8,13.888290986170382,10.033056,-1.5,3.1654675,8.720998,31,Sul,2.9597,1.5827
SC,2025,9,15.860825619929823,11.705308,2.5,4.0577965,9.162633,30,Sul,3.0517,2.0289
SC,2025,10,17.22277147280731,13.706353,4.5,4.126501,7.6774116,31,Sul,3.1171,2.0633
SC,2025,11,18.84148940004095,14.596742,5.5,5.6846795,9.493985,30,Sul,3.197,2.8423
SC,2025,12,22.276690279888275,17.892723,8.7,6.249169,10.009704,31,Sul,3.3738,3.1246
SE,2021,1,26.193937275249496,22.144873,18.2,5.7624273,9.733334,31,Nordeste,3.5877,2.8812
SE,2021,2,27.326386066614266,22.524284,19.4,6.571568,11.735001,28,Nordeste,3.652,3.2858
SE,2021,3,26.910455307259276,22.24,17.8,6.12847,11.389678,31,Nordeste,3.6282,3.0642
SE,2021,4,26.07742164131032,22.495453,19.4,4.8571324,9.131819,30,Nordeste,3.5811,2.4286
SE,2021,5,24.037249998358416,21.110655,17.0,4.128201,6.905738,31,Nordeste,3.4683,2.0641
SE,2021,6,23.31692632210134,20.188984,14.2,4.0404,7.1135597,30,Nordeste,3.4293,2.0202
SE,2021,7,22.677463706145637,20.030895,15.7,3.9385145,6.2390246,31,Nordeste,3.3951,1.9693
SE,2021,8,22.62701096754645,19.303333,14.0,4.7393913,7.5316668,31,Nordeste,3.3924,2.3697
SE,2021,9,24.60685606472669,21.05565,15.5,5.28994,8.203479,30,Nordeste,3.4995,2.645
SE,2021,10,25.931719904804066,22.315,16.6,5.8937583,8.545834,31,Nordeste,3.573,2.9469
SE,2021,11,26.56041121656717,23.157759,19.6,5.701923,8.049138,30,Nordeste,3.6084,2.851
SE,2021,12,27.08900312989611,23.697958,19.1,5.313168,7.020408,31,Nordeste,3.6384,2.6566
SE,2022,1,27.930375611511327,24.094915,20.4,5.0600963,6.881356,31,Nordeste,3.6867,2.53
SE,2022,2,28.35160443169664,24.214706,21.3,5.4171805,8.108823,28,Nordeste,3.7111,2.7086
SE,2022,3,26.150456444826776,22.96129,21.1,4.678801,6.8999996,31,Nordeste,3.5853,2.3394
SE,2022,4,25.614338253910365,22.710714,20.9,4.431024,6.292857,30,Nordeste,3.5552,2.2155
SE,2022,5,24.79384363453319,21.583334,18.7,4.0686665,6.93,31,Nordeste,3.5098,2.0343
SE,2022,6,24.122728134498008,21.389091,17.6,4.434798,6.358182,30,Nordeste,3.473,2.2174
SE,2022,7,23.53022319906368,20.690323,17.3,4.8137636,6.3258066,31,Nordeste,3.4408,2.4069
SE,2022,8,22.85216074770711,19.525002,17.6,4.628751,7.2416663,31,Nordeste,3.4044,2.3144
SE,2022,9,23.974722767672763,20.246988,15.4,5.275939,7.7734942,30,Nordeste,3.4649,2.638
SE,2022,10,25.58443221095087,22.026882,16.2,5.5272284,7.587097,31,Nordeste,3.5536,2.7636
SE,2022,11,25.783954246446434,22.477678,19.7,5.190851,7.715179,30,Nordeste,3.5647,2.5954
SE,2022,12,25.967004341992208,22.617886,19.5,6.2051735,7.661789,31,Nordeste,3.5749,3.1026
SE,2023,1,26.442954485641813,22.829838,20.1,6.199148,8.201612,31,Nordeste,3.6017,3.0996
SE,2023,2,26.82245778156524,23.290825,19.7,5.8496423,8.127523,28,Nordeste,3.6232,2.9248
SE,2023,3,26.17611578205985,22.838213,19.3,5.401834,7.7455287,31,Nordeste,3.5867,2.7009
SE,2023,4,26.25802457892538,22.768225,19.0,5.2696085,7.608412,30,Nordeste,3.5913,2.6348
SE,2023,5,25.340217241179538,22.537838,19.0,4.0548244,6.364865,31,Nordeste,3.54,2.0274
SE,2023,6,23.90251851688572,21.119167,17.4,3.8339567,5.886667,30,Nordeste,3.461,1.917
SE,2023,7,23.8653408228376,20.165,14.8,4.2811317,7.0716662,31,Nordeste,3.459,2.1406
SE,2023,8,24.01197549974007,20.695536,14.7,4.8254385,7.0339284,31,Nordeste,3.467,2.4127
SE,2023,9,24.6273129427094,21.292553,16.0,5.06244,7.543617,30,Nordeste,3.5006,2.5312
SE,2023,10,25.85194524532277,21.15,15.8,6.8153257,10.983334,31,Nordeste,3.5685,3.4077
SE,2023,11,26.77279246928645,22.716175,19.3,7.1742535,9.314705,30,Nordeste,3.6204,3.5871
SE,2023,12,26.851863036382767,23.33357,19.8,6.658707,8.095715,31,Nordeste,3.6249,3.3294
SE,2024,1,27.611017154945063,24.042742,20.2,7.0760922,8.365322,31,Nordeste,3.6683,3.538
SE,2024,2,27.50885807323486,24.312931,21.7,6.4945564,7.3431034,29,Nordeste,3.6624,3.2473
SE,2024,3,28.37795688259986,24.78145,22.8,6.755495,8.098387,31,Nordeste,3.7126,3.3777
SE,2024,4,27.38187505933973,24.106667,18.1,5.4922786,7.665,30,Nordeste,3.6551,2.7461
SE,2024,5,25.83850807271978,23.033066,19.8,4.6973243,6.443548,31,Nordeste,3.5678,2.3487
SE,2024,6,24.48531237708198,21.816668,18.6,4.4730315,6.1924996,30,Nordeste,3.4928,2.2365
SE,2024,7,24.06507131996529,21.07258,17.9,5.014576,6.7887096,31,Nordeste,3.4698,2.5073
SE,2024,8,24.15120967741936,20.897581,17.7,5.6156197,7.2693543,31,Nordeste,3.4745,2.8078
SE,2024,9,24.768621699936723,21.2775,17.8,6.279543,7.9275,30,Nordeste,3.5084,3.1398
SE,2024,10,25.976994228533037,21.969091,19.1,6.886506,9.327272,31,Nordeste,3.5755,3.4433
SE,2024,11,26.50220209880344,22.433332,19.7,6.8330965,9.676667,30,Nordeste,3.6051,3.4165
SE,2024,12,27.088998817550745,22.958065,20.7,7.216346,9.924731,31,Nordeste,3.6384,3.6082
SE,2025,1,27.072983827214944,23.227957,21.6,6.650521,9.378495,31,Nordeste,3.6375,3.3253
SE,2025,2,26.640271374404307,22.713095,21.2,6.424594,8.945238,28,Nordeste,3.6129,3.2123
SE,2025,3,26.793692994891074,22.747618,20.4,6.404299,8.644445,31,Nordeste,3.6216,3.2021
SE,2025,4,27.00513877868652,22.603333,20.2,6.1926947,9.521667,30,Nordeste,3.6336,3.0963
SE,2025,5,25.142943597609,22.393549,19.9,4.6013927,6.579032,31,Nordeste,3.529,2.3007
SE,2025,6,24.018427033355277,21.185,18.2,4.1773343,6.49,30,Nordeste,3.4673,2.0887
SE,2025,7,23.35777543580261,20.385485,17.5,4.7353992,6.933871,31,Nordeste,3.4315,2.3677
SE,2025,8,23.51228664232337,20.390322,17.4,4.983446,7.1596775,31,Nordeste,3.4399,2.4917
SE,2025,9,23.94798620012072,20.97,18.0,5.638533,6.9033337,30,Nordeste,3.4635,2.8193
SE,2025,10,24.65432489770338,21.46613,18.9,6.530362,7.3354836,31,Nordeste,3.5021,3.2652
SE,2025,11,26.0785958700134,22.271667,19.3,7.4319086,8.655,30,Nordeste,3.5812,3.716
SE,2025,12,26.68783643270697,22.845161,20.6,7.604451,8.996774,31,Nordeste,3.6156,3.8022
SP,2021,1,25.20697717418902,21.248043,11.0,5.000074,8.716536,31,Sudeste,3.5326,2.5
SP,2021,2,24.41321191532349,19.58962,9.4,5.3243365,10.016852,28,Sudeste,3.4889,2.6622
SP,2021,3,24.784070234452184,19.874636,10.7,4.9695354,10.167433,31,Sudeste,3.5092,2.4848
SP,2021,4,22.2743770895801,16.696478,4.8,4.689696,10.879083,30,Sudeste,3.3737,2.3448
SP,2021,5,20.65758796507474,14.699892,2.4,3.6768546,11.758532,31,Sudeste,3.2892,1.8384
SP,2021,6,19.103721131322875,13.754949,-2.1,3.2891276,10.801251,30,Sudeste,3.2101,1.6446
SP,2021,7,17.65709394391099,10.263626,-4.3,3.9311328,14.299315,31,Sudeste,3.1383,1.9656
SP,2021,8,21.521575222734093,14.931905,1.1,3.9943871,12.80124,31,Sudeste,3.3341,1.9972
SP,2021,9,24.718545313968995,18.071789,3.7,4.5243654,13.155541,30,Sudeste,3.5056,2.2622
SP,2021,10,22.23751108796216,17.66649,6.6,4.1301827,9.488127,31,Sudeste,3.3717,2.0651
SP,2021,11,24.26721687411308,18.858006,6.0,5.5648556,10.507217,30,Sudeste,3.4809,2.7824
SP,2021,12,24.58720096828028,19.838938,11.7,5.2519298,9.453304,31,Sudeste,3.4984,2.626
SP,2022,1,24.81295550645952,20.903526,15.5,4.546386,8.395741,31,Sudeste,3.5108,2.2732
SP,2022,2,25.10148127564769,20.212595,10.6,5.282753,10.024307,28,Sudeste,3.5267,2.6414
SP,2022,3,24.977109000246063,20.34054,9.4,4.784131,9.73013,31,Sudeste,3.5199,2.3921
SP,2022,4,22.642145960521727,17.571953,5.4,4.48074,10.438156,30,Sudeste,3.3932,2.2404
SP,2022,5,18.584580880245937,13.208522,-0.1,3.7451284,11.222212,31,Sudeste,3.1842,1.8726
SP,2022,6,17.979140021798212,12.947601,-0.1,3.3272882,11.016974,30,Sudeste,3.1542,1.6636
SP,2022,7,19.72633649785378,13.281385,0.5,3.9035342,13.477338,31,Sudeste,3.2416,1.9518
SP,2022,8,19.0164423554893,13.4954,1.1,3.816432,11.452346,31,Sudeste,3.2057,1.9082
SP,2022,9,19.460346532420072,14.485742,1.4,3.987689,10.511579,30,Sudeste,3.2281,1.9938
SP,2022,10,22.3183492360583,17.411396,9.0,5.0018983,10.920308,31,Sudeste,3.376,2.5009
SP,2022,11,21.2648486729668,15.939569,4.1,5.967033,11.667176,30,Sudeste,3.3207,2.9835
SP,2022,12,22.90127069517004,18.862762,6.7,5.3971667,9.388199,31,Sudeste,3.407,2.6986
SP,2023,1,23.06496638707747,19.336502,10.4,5.2111697,8.999321,31,Sudeste,3.4158,2.6056
SP,2023,2,23.51552653380596,19.820488,12.5,5.053944,9.293797,28,Sudeste,3.44,2.527
SP,2023,3,23.7749641762617,19.47326,9.8,5.222612,10.25943,31,Sudeste,3.4541,2.6113
SP,2023,4,21.306946724094523,17.050352,5.4,4.3231573,9.632982,30,Sudeste,3.3229,2.1616
SP,2023,5,19.23981974966508,14.033987,0.7,3.9993773,11.617632,31,Sudeste,3.217,1.9997
SP,2023,6,17.556191230397644,12.142442,0.5,3.585205,12.129719,30,Sudeste,3.1334,1.7926
SP,2023,7,18.41838093785902,12.864197,0.1,3.6583211,12.403497,31,Sudeste,3.1759,1.8292
SP,2023,8,20.454389164766766,14.650976,3.9,3.9950566,12.830502,31,Sudeste,3.2788,1.9975
SP,2023,9,23.76684066365391,17.624912,4.2,5.0463214,13.490459,30,Sudeste,3.4536,2.5232
SP,2023,10,23.38858525259122,19.047623,9.1,4.4977875,10.239305,31,Sudeste,3.4332,2.2489
SP,2023,11,24.692186966198783,19.33266,6.6,5.8601074,11.94979,30,Sudeste,3.5042,2.9301
SP,2023,12,25.411461233085767,20.019821,10.5,6.489218,11.823817,31,Sudeste,3.5439,3.2446
SP,2024,1,24.470557660708465,19.865664,11.1,5.8487215,10.625731,31,Sudeste,3.492,2.9244
SP,2024,2,24.758431669030823,20.375673,10.8,5.6697288,10.282854,29,Sudeste,3.5078,2.8349
SP,2024,3,24.645932258793305,20.596926,9.0,5.016667,9.605149,31,Sudeste,3.5016,2.5083
SP,2024,4,23.66367538537704,19.072441,8.1,4.595907,10.4760275,30,Sudeste,3.4481,2.298
SP,2024,5,21.61618667681896,16.21036,1.1,3.9075181,11.859846,31,Sudeste,3.339,1.9538
SP,2024,6,20.21975749660616,13.972426,3.5,3.8131144,13.665622,30,Sudeste,3.2667,1.9066
SP,2024,7,18.8492952450433,13.129281,2.1,3.4348195,12.562644,31,Sudeste,3.1974,1.7174
SP,2024,8,19.79040977384877,12.685533,-2.3,4.4523997,14.982802,31,Sudeste,3.2448,2.2262
SP,2024,9,23.98053406044637,17.146784,7.8,4.5226336,14.46228,30,Sudeste,3.4652,2.2613
SP,2024,10,23.48923544996162,18.556831,8.8,4.5714383,11.154743,31,Sudeste,3.4386,2.2857
SP,2024,11,23.58383209525602,19.242512,8.9,4.932151,9.556021,30,Sudeste,3.4437,2.4661
SP,2024,12,23.71179099046243,19.689651,10.7,5.0784454,9.2954235,31,Sudeste,3.4507,2.5392
SP,2025,1,24.43478714380217,19.92123,10.7,5.6350775,10.356151,31,Sudeste,3.49,2.8175
SP,2025,2,25.312697589868627,20.720636,11.4,5.5967727,10.469813,28,Sudeste,3.5384,2.7984
SP,2025,3,24.758047609303528,19.991282,11.0,5.286229,10.617538,31,Sudeste,3.5078,2.6431
SP,2025,4,22.10115343090657,18.261694,9.1,3.8612893,8.798803,30,Sudeste,3.3645,1.9306
SP,2025,5,20.00627041300045,14.826633,0.7,3.9882941,11.291563,31,Sudeste,3.2558,1.9941
SP,2025,6,18.15370344711597,13.175599,-2.3,3.2315087,10.995291,30,Sudeste,3.1628,1.6158
SP,2025,7,17.0783035975732,11.311404,-1.5,3.7357032,12.4781275,31,Sudeste,3.1101,1.8679
SP,2025,8,19.188830440245976,12.701993,-2.3,4.3732824,13.74662,31,Sudeste,3.2144,2.1866
SP,2025,9,22.353408293055523,15.804566,4.5,5.048518,13.76621,30,Sudeste,3.3779,2.5243
SP,2025,10,22.18081885709646,17.051975,3.2,4.738422,11.04641,31,Sudeste,3.3687,2.3692
SP,2025,11,22.50231913470596,17.14932,6.9,5.817,11.362715,30,Sudeste,3.3858,2.9085
SP,2025,12,24.63609965503961,19.904219,8.9,5.961754,10.509367,31,Sudeste,3.5011,2.9809
TO,2021,1,26.66888085021507,22.604315,18.0,4.7497263,8.725883,31,Norte,3.6145,2.3749
TO,2021,2,25.330427910951222,22.391378,18.9,4.043144,6.7818966,28,Norte,3.5394,2.0216
TO,2021,3,26.299042673758663,22.29008,18.4,4.721697,8.556547,31,Norte,3.5936,2.3608
TO,2021,4,26.579201781620423,22.599316,18.6,4.3380804,8.657175,30,Norte,3.6094,2.169
TO,2021,5,26.59539934692725,20.506392,14.8,4.507527,12.248402,31,Norte,3.6104,2.2538
TO,2021,6,26.653325098915623,19.184872,12.8,4.125693,13.841282,30,Norte,3.6136,2.0628
TO,2021,7,26.979574446526577,18.39103,12.5,4.286598,14.886807,31,Norte,3.6322,2.1433
