uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia
GO,2024,1,24.853541249122163,21.066393,15.8,5.47675,8.8564205,31,Centro-Oeste,3.513,2.7384
GO,2024,2,24.728962038397377,20.916262,15.1,5.2039833,8.994833,29,Centro-Oeste,3.5062,2.602
GO,2024,3,25.254609607377944,21.6375,16.8,4.7987537,8.860327,31,Centro-Oeste,3.5352,2.3994
GO,2024,4,25.044291658215247,20.883934,14.5,4.8964953,9.668975,30,Centro-Oeste,3.5236,2.4482
GO,2024,5,23.770598726341102,17.66993,9.4,4.8917117,12.654964,31,Centro-Oeste,3.4538,2.4459
GO,2024,6,22.26278066883643,15.632653,9.6,4.5452127,13.841108,30,Centro-Oeste,3.3731,2.2726
GO,2024,7,22.14941210683055,14.690254,7.5,4.8288198,15.28743,31,Centro-Oeste,3.3671,2.4144
GO,2024,8,23.558876324322284,15.970059,1.8,5.142915,15.270353,31,Centro-Oeste,3.4424,2.5715
GO,2024,9,27.74696328430156,19.965885,10.7,5.7327833,14.992489,30,Centro-Oeste,3.6761,2.8664
GO,2024,10,26.29421908359976,21.33845,14.3,4.7473774,10.952047,31,Centro-Oeste,3.5933,2.3737
GO,2024,11,24.23990775963015,20.847803,16.0,4.805466,8.303022,30,Centro-Oeste,3.4794,2.4027
GO,2024,12,24.600998262948647,20.88562,15.4,5.154525,8.981307,31,Centro-Oeste,3.4991,2.5773
GO,2025,1,24.369885710522706,20.73078,15.5,5.2903466,8.683506,31,Centro-Oeste,3.4865,2.6452
GO,2025,2,24.78002688612824,20.260983,14.2,5.776419,10.475723,28,Centro-Oeste,3.509,2.8882
GO,2025,3,25.31940593204368,20.54083,15.3,5.6701937,10.806025,31,Centro-Oeste,3.5388,2.8351
GO,2025,4,24.39759712263808,20.375454,15.6,4.7426476,9.613808,30,Centro-Oeste,3.488,2.3713
GO,2025,5,22.53654548432255,17.060646,9.4,4.732713,11.634637,31,Centro-Oeste,3.3876,2.3664
GO,2025,6,22.16050471638086,16.110043,6.4,4.379122,12.788424,30,Centro-Oeste,3.3677,2.1896
GO,2025,7,21.554005815724217,14.435714,4.9,4.6922812,14.400674,31,Centro-Oeste,3.3358,2.3461
GO,2025,8,23.584934129662813,15.924632,3.4,5.2374415,15.375073,31,Centro-Oeste,3.4438,2.6187
GO,2025,9,26.44818386548081,19.38283,10.2,5.636391,14.128617,30,Centro-Oeste,3.602,2.8182
GO,2025,10,26.170043047503096,20.285328,11.5,5.7224407,12.383982,31,Centro-Oeste,3.5864,2.8612
GO,2025,11,25.528094645111864,20.386112,13.2,5.936869,11.118364,30,Centro-Oeste,3.5504,2.9684
GO,2025,12,24.305183309617423,20.430973,14.1,5.246592,9.066076,31,Centro-Oeste,3.4829,2.6233
MA,2021,1,26.64145292725368,23.36314,20.2,5.1328535,7.8416386,31,Nordeste,3.613,2.5664
MA,2021,2,26.39953161115076,23.432173,20.1,4.629454,7.30913,28,Nordeste,3.5993,2.3147
MA,2021,3,26.250406817163903,22.941532,20.1,4.294562,8.079032,31,Nordeste,3.5909,2.1473
MA,2021,4,26.908955161176387,23.241667,19.6,4.812109,8.427083,30,Nordeste,3.6281,2.4061
MA,2021,5,27.1821020660656,22.503462,15.0,4.8255157,9.684416,31,Nordeste,3.6437,2.4128
MA,2021,6,26.92458694375268,21.768572,13.6,4.3601694,10.67,30,Nordeste,3.629,2.1801
MA,2021,7,27.12068215693032,21.282028,14.2,4.58807,11.707374,31,Nordeste,3.6402,2.294
MA,2021,8,28.159124698484444,21.775879,12.9,4.3366923,12.5030155,31,Nordeste,3.6999,2.1683
MA,2021,9,29.42997470919501,24.965218,20.4,3.953517,8.554659,30,Nordeste,3.7742,1.9768
MA,2021,10,28.990737835493945,25.037584,20.7,6.181003,7.8134227,31,Nordeste,3.7484,3.0905
MA,2021,11,28.799604867714205,25.052631,21.4,5.0691605,7.3225565,30,Nordeste,3.7372,2.5346
MA,2021,12,28.766976156390456,25.525362,21.6,5.2702856,6.3007245,31,Nordeste,3.7353,2.6351
MA,2022,1,27.387953479464034,23.86014,21.2,3.5734496,6.8853145,31,Nordeste,3.6555,1.7867
MA,2022,2,27.57736910677747,24.082481,20.9,4.121624,7.013139,28,Nordeste,3.6663,2.0608
MA,2022,3,26.74017903857026,23.327564,21.4,3.928622,6.864103,31,Nordeste,3.6186,1.9643
MA,2022,4,26.6176966845361,23.256721,20.7,4.6528616,7.6554093,30,Nordeste,3.6116,2.3264
MA,2022,5,26.70968699530234,23.060246,19.5,4.2211,8.073701,31,Nordeste,3.6168,2.1106
MA,2022,6,26.76878183460865,22.55503,15.9,4.444554,8.947169,30,Nordeste,3.6202,2.2223
MA,2022,7,26.921512554989327,21.876966,14.7,4.8254647,10.358427,31,Nordeste,3.6289,2.4127
MA,2022,8,27.235205197113,20.800217,13.8,5.8416247,13.266233,31,Nordeste,3.6467,2.9208
MA,2022,9,28.114819223892283,22.328222,14.7,5.868837,12.370889,30,Nordeste,3.6973,2.9344
MA,2022,10,28.775210330277996,23.542255,17.4,5.6580687,11.322787,31,Nordeste,3.7358,2.829
MA,2022,11,26.87307261114302,23.286894,19.6,4.816038,8.330583,30,Nordeste,3.6261,2.408
MA,2022,12,26.750466353164708,23.269617,20.4,4.841646,8.098326,31,Nordeste,3.6191,2.4208
MA,2023,1,26.107431412627257,22.75569,19.2,4.7353034,7.9268765,31,Nordeste,3.5828,2.3677
MA,2023,2,26.223666815498305,22.804945,19.8,4.7667546,8.125549,28,Nordeste,3.5894,2.3834
MA,2023,3,25.67559606185851,22.58125,20.4,4.662027,7.925694,31,Nordeste,3.5586,2.331
MA,2023,4,26.236714576655984,22.674103,19.2,4.9280324,8.696923,30,Nordeste,3.5901,2.464
MA,2023,5,26.91802712368,23.006203,19.1,4.6405077,8.97866,31,Nordeste,3.6287,2.3203
MA,2023,6,26.81746976633401,21.57282,15.4,4.7989984,11.154872,30,Nordeste,3.6229,2.3995
MA,2023,7,26.9841739684825,21.035074,14.1,4.754484,12.454975,31,Nordeste,3.6324,2.3772
MA,2023,8,27.85894313752744,21.94977,13.7,5.1583414,12.448165,31,Nordeste,3.6826,2.5792
MA,2023,9,29.00103886427683,23.298542,17.2,5.8235784,12.2039585,30,Nordeste,3.749,2.9118
MA,2023,10,29.127984239673182,24.089592,17.2,5.7074656,11.134898,31,Nordeste,3.7564,2.8537
MA,2023,11,28.74640998034984,24.285088,20.2,5.486312,10.052193,30,Nordeste,3.7341,2.7432
MA,2023,12,28.2230137503997,24.182964,19.8,4.891393,9.238938,31,Nordeste,3.7036,2.4457
MA,2024,1,27.319256876877844,23.961098,20.4,4.336128,8.130893,31,Nordeste,3.6515,2.1681
MA,2024,2,26.54172774188204,23.45013,20.5,4.189402,7.5585303,29,Nordeste,3.6073,2.0947
MA,2024,3,26.68957033994394,23.579157,20.6,4.3376374,8.070224,31,Nordeste,3.6157,2.1688
MA,2024,4,26.60269268498613,23.580513,16.8,3.909678,7.8210254,30,Nordeste,3.6108,1.9548
MA,2024,5,27.314414065739133,23.249228,17.0,4.319782,9.135309,31,Nordeste,3.6513,2.1599
MA,2024,6,26.983574648102664,22.140873,14.5,4.4847116,10.439782,30,Nordeste,3.6324,2.2424
MA,2024,7,26.53868269729229,20.872751,12.8,4.807942,11.849471,31,Nordeste,3.6071,2.404
MA,2024,8,27.571252069812463,21.461557,12.7,5.8812394,12.829519,31,Nordeste,3.666,2.9406
MA,2024,9,28.55491533454312,22.55606,13.4,5.7638397,12.627778,30,Nordeste,3.7229,2.8819
MA,2024,10,29.023174628556067,24.172365,17.9,5.4105206,10.764402,31,Nordeste,3.7503,2.7053
MA,2024,11,28.626430990549,24.118334,20.3,5.12753,10.202381,30,Nordeste,3.7271,2.5638
MA,2024,12,27.896384120149165,24.067251,19.4,4.5151024,8.875999,31,Nordeste,3.6847,2.2576
MA,2025,1,26.38863930283969,23.32267,20.0,4.0466413,7.693703,31,Nordeste,3.5987,2.0233
MA,2025,2,25.937179155277377,22.90431,20.3,4.320482,7.8272986,28,Nordeste,3.5733,2.1602
MA,2025,3,26.07750761695977,22.990053,20.5,4.4396806,8.055914,31,Nordeste,3.5812,2.2198
MA,2025,4,26.77216097379499,23.435072,20.6,4.435294,8.347246,30,Nordeste,3.6204,2.2176
MA,2025,5,27.31780168855829,23.437244,18.8,4.603621,8.7733135,31,Nordeste,3.6515,2.3018
MA,2025,6,27.591070029347787,23.214243,17.2,4.5894294,9.127878,30,Nordeste,3.6671,2.2947
MA,2025,7,27.30782382811597,22.078438,14.7,5.312471,11.028438,31,Nordeste,3.6509,2.6562
MA,2025,8,28.04407314079898,22.881756,16.1,6.1786637,10.901013,31,Nordeste,3.6932,3.0893
MA,2025,9,28.791233850634438,23.636923,16.9,6.305112,11.275,30,Nordeste,3.7367,3.1526
MA,2025,10,28.62080181760481,23.963306,19.8,6.364882,10.552823,31,Nordeste,3.7267,3.1824
MA,2025,11,28.34448330189845,24.146502,20.4,5.87219,9.659259,30,Nordeste,3.7107,2.9361
MA,2025,12,27.51507581091864,23.936558,20.0,5.298012,8.269176,31,Nordeste,3.6628,2.649
MG,2021,1,24.02452943316784,19.054832,11.0,6.4576187,10.916624,31,Sudeste,3.4676,3.2288
MG,2021,2,22.965061397267714,19.218733,7.6,5.071859,9.011956,28,Sudeste,3.4105,2.5359
MG,2021,3,23.35019893778013,18.2681,9.8,5.9199905,11.33345,31,Sudeste,3.4311,2.96
MG,2021,4,21.67972844082237,16.480816,4.5,5.145481,11.370642,30,Sudeste,3.3424,2.5727
MG,2021,5,20.754634479593005,14.945997,-0.3,4.422073,12.197803,31,Sudeste,3.2942,2.211
MG,2021,6,19.50634946205865,13.618274,-2.7,4.2016253,12.290023,30,Sudeste,3.2304,2.1008
MG,2021,7,18.5148942747611,11.424043,-5.0,4.611498,14.059946,31,Sudeste,3.1807,2.3057
MG,2021,8,20.800196320287245,14.1787405,0.8,4.933786,12.94042,31,Sudeste,3.2966,2.4669
MG,2021,9,24.77095430385913,17.670828,2.7,5.5810604,13.8551655,30,Sudeste,3.5085,2.7905
MG,2021,10,23.54037252762325,19.029793,6.6,4.7298794,9.53496,31,Sudeste,3.4414,2.3649
MG,2021,11,22.85021640614049,18.553862,5.7,5.196599,9.231795,30,Sudeste,3.4043,2.5983
MG,2021,12,22.523991325245145,18.939821,6.6,5.036018,8.385152,31,Sudeste,3.3869,2.518
MG,2022,1,23.336232970410837,19.377485,11.8,5.3880014,9.240706,31,Sudeste,3.4304,2.694
MG,2022,2,23.047980875027537,19.348366,10.1,5.1213694,8.972548,28,Sudeste,3.4149,2.5607
MG,2022,3,23.97814769210058,18.824892,10.4,5.864771,11.283565,31,Sudeste,3.4651,2.9324
MG,2022,4,22.88795033024416,17.663118,2.5,5.010168,11.530236,30,Sudeste,3.4063,2.5051
MG,2022,5,19.310196386552395,13.679956,-0.9,4.3842707,12.231035,31,Sudeste,3.2205,2.1921
MG,2022,6,18.605506166953223,12.3666315,-1.3,4.1412034,13.5125265,30,Sudeste,3.1852,2.0706
MG,2022,7,19.31976122685585,12.80889,-0.7,4.4429054,13.64248,31,Sudeste,3.221,2.2215
MG,2022,8,20.203032796519427,13.7561,0.7,4.8173804,13.320893,31,Sudeste,3.2659,2.4087
MG,2022,9,21.997066248005662,15.990366,2.2,4.9915295,12.6666,30,Sudeste,3.359,2.4958
MG,2022,10,23.76445883875112,18.502754,8.1,5.613138,11.462108,31,Sudeste,3.4535,2.8066
MG,2022,11,21.847125601982228,17.483242,5.6,5.390115,9.833661,30,Sudeste,3.3512,2.6951
MG,2022,12,22.3052284351832,18.950119,5.9,4.8921356,8.191203,31,Sudeste,3.3753,2.4461
MG,2023,1,22.78678544488525,19.256102,11.1,5.2636137,8.693422,31,Sudeste,3.4009,2.6318
MG,2023,2,24.079813025636124,19.347141,12.8,6.101536,10.729236,28,Sudeste,3.4706,3.0508
MG,2023,3,23.889126510269666,18.936878,9.5,5.68321,11.02722,31,Sudeste,3.4603,2.8416
MG,2023,4,22.33723240632476,17.990726,5.8,4.4675775,9.960867,30,Sudeste,3.377,2.2338
MG,2023,5,20.05619379104381,14.553154,-1.4,4.513407,12.047424,31,Sudeste,3.2584,2.2567
MG,2023,6,18.878216254485164,12.967668,-0.4,4.1736717,12.709645,30,Sudeste,3.1988,2.0868
MG,2023,7,19.55056603995257,13.521449,0.1,4.1834245,12.781574,31,Sudeste,3.2327,2.0917
MG,2023,8,21.479380736133056,15.386118,2.6,4.538192,12.978665,31,Sudeste,3.3319,2.2691
MG,2023,9,24.15992076594985,18.085144,5.2,5.5775547,12.77318,30,Sudeste,3.475,2.7888
MG,2023,10,25.28145761898834,20.279903,8.9,5.456194,10.982228,31,Sudeste,3.5367,2.7281
MG,2023,11,25.994625473479545,20.20806,5.4,6.41387,12.202189,30,Sudeste,3.5765,3.2069
MG,2023,12,25.443478956758028,20.367128,9.9,6.286184,11.189456,31,Sudeste,3.5457,3.1431
MG,2024,1,24.20851677234914,20.244226,9.9,5.5059695,9.3578825,31,Sudeste,3.4777,2.753
MG,2024,2,23.95149500494428,19.970318,10.8,5.4015965,9.291283,29,Sudeste,3.4637,2.7008
MG,2024,3,24.729973719596387,20.65178,9.2,5.146748,9.569138,31,Sudeste,3.5062,2.5734
MG,2024,4,23.48078627603093,18.877443,7.8,4.9377584,10.377246,30,Sudeste,3.4382,2.4689
MG,2024,5,22.085504301179643,16.256298,-0.4,4.6061196,12.654056,31,Sudeste,3.3637,2.3031
MG,2024,6,20.09656065751939,13.857015,-0.1,4.261195,13.402737,30,Sudeste,3.2604,2.1306
MG,2024,7,19.837848805680917,13.16376,0.4,4.4677925,14.086166,31,Sudeste,3.2472,2.2339
MG,2024,8,20.84018719970779,13.869542,-2.9,4.99138,14.550998,31,Sudeste,3.2986,2.4957
MG,2024,9,24.276403730100476,16.937277,5.5,5.804894,14.834543,30,Sudeste,3.4814,2.9024
MG,2024,10,24.4674854314766,19.508097,5.3,5.001457,10.873067,31,Sudeste,3.4918,2.5007
MG,2024,11,23.316137079213988,19.402903,8.6,5.086708,8.800363,30,Sudeste,3.4293,2.5434
MG,2024,12,23.978038880653145,19.891596,8.9,5.374511,9.336034,31,Sudeste,3.4651,2.6873
MG,2025,1,23.934616939284624,19.995985,10.2,5.457615,9.26673,31,Sudeste,3.4627,2.7288
MG,2025,2,24.648636156390367,19.404175,10.8,6.3487144,11.236723,28,Sudeste,3.5018,3.1744
MG,2025,3,24.42973421498229,19.487217,11.1,5.6723437,11.049804,31,Sudeste,3.4898,2.8362
MG,2025,4,23.001403280573225,18.936623,7.2,4.438005,9.340032,30,Sudeste,3.4124,2.219
MG,2025,5,20.41100212054231,15.482395,0.4,4.2208214,10.6732855,31,Sudeste,3.2765,2.1104
MG,2025,6,19.26556578276841,13.651855,-2.9,4.093994,12.219778,30,Sudeste,3.2183,2.047
MG,2025,7,18.57342335481132,12.363809,-2.3,4.350264,13.109116,31,Sudeste,3.1836,2.1751
MG,2025,8,20.04227140623072,13.304525,-1.7,5.123408,14.051955,31,Sudeste,3.2577,2.5617
MG,2025,9,22.38337076210775,16.046356,3.9,5.801183,13.228165,30,Sudeste,3.3795,2.9006
MG,2025,10,23.07235953270776,17.683548,3.6,5.5773478,11.4084835,31,Sudeste,3.4162,2.7887
MG,2025,11,23.51227091062764,18.579672,4.9,5.663042,10.800055,30,Sudeste,3.4399,2.8315
MG,2025,12,24.237757797395684,19.767849,8.3,5.7796335,10.089628,31,Sudeste,3.4793,2.8898
MS,2021,1,25.41611391724344,21.946796,18.3,4.589433,8.083753,31,Centro-Oeste,3.5442,2.2947
MS,2021,2,25.65761304981424,20.24325,12.0,5.6211033,11.039974,28,Centro-Oeste,3.5576,2.8106
MS,2021,3,26.10760405383692,20.82618,10.6,4.9229045,10.93995,31,Centro-Oeste,3.5828,2.4615
MS,2021,4,24.377280616878537,18.21841,5.9,4.6744013,12.2544365,30,Centro-Oeste,3.4869,2.3372
MS,2021,5,22.19238916715433,16.016901,2.3,3.5726197,12.258387,31,Centro-Oeste,3.3694,1.7863
MS,2021,6,19.97480729503628,14.7064,-3.0,3.0678523,10.5048,30,Centro-Oeste,3.2542,1.5339
MS,2021,7,19.28935006378814,11.109152,-3.2,3.8214042,15.4806185,31,Centro-Oeste,3.2195,1.9107
MS,2021,8,23.652004821923786,16.165874,5.0,4.022916,14.094266,31,Centro-Oeste,3.4474,2.0115
MS,2021,9,27.51997416431327,20.278872,12.4,4.6649876,14.033429,30,Centro-Oeste,3.6631,2.3325
MS,2021,10,25.206092022602395,20.30349,12.2,4.56408,10.183758,31,Centro-Oeste,3.5325,2.282
MS,2021,11,26.497300962435823,21.239185,15.2,5.725914,10.329073,30,Centro-Oeste,3.6048,2.863
MS,2021,12,27.011426726013383,21.772093,14.6,5.9153314,10.592712,31,Centro-Oeste,3.634,2.9577
MS,2022,1,27.17298925888665,22.546265,16.6,5.521357,9.922126,31,Centro-Oeste,3.6432,2.7607
MS,2022,2,27.60076847797544,22.565016,12.5,5.344807,10.172136,28,Centro-Oeste,3.6677,2.6724
MS,2022,3,26.517119538980623,22.368113,10.4,4.4402704,8.546684,31,Centro-Oeste,3.6059,2.2201
MS,2022,4,25.479896992516924,20.308,11.3,4.42262,10.1445,30,Centro-Oeste,3.5477,2.2113
MS,2022,5,21.30891989539618,15.544658,1.8,3.656039,10.857906,31,Centro-Oeste,3.323,1.828
MS,2022,6,21.264280127052054,15.592727,1.2,3.274894,10.908182,30,Centro-Oeste,3.3207,1.6374
MS,2022,7,23.900367188837677,16.489702,1.2,3.8197355,13.775515,31,Centro-Oeste,3.4609,1.9099
MS,2022,8,22.23177196032311,15.540881,3.6,4.4808965,13.181363,31,Centro-Oeste,3.3714,2.2404
MS,2022,9,23.27743090638098,17.964563,7.7,4.4941955,11.4089,30,Centro-Oeste,3.4272,2.2471
MS,2022,10,24.762703864566248,19.52381,10.0,5.349311,11.133477,31,Centro-Oeste,3.508,2.6747
MS,2022,11,24.17928045928916,17.698473,6.5,6.8731275,13.004861,30,Centro-Oeste,3.4761,3.4366
MS,2022,12,26.127241036149982,21.519432,15.1,6.090355,10.237447,31,Centro-Oeste,3.5839,3.0452
MS,2023,1,25.231259979503943,21.123522,15.0,5.7023573,9.471909,31,Centro-Oeste,3.5339,2.8512
MS,2023,2,24.67526030664682,20.813274,10.2,5.015143,9.259885,28,Centro-Oeste,3.5032,2.5076
MS,2023,3,25.446006110706367,21.4,17.7,5.2405915,9.684994,31,Centro-Oeste,3.5459,2.6203
MS,2023,4,23.601809626370997,19.238064,8.5,4.8079557,9.973419,30,Centro-Oeste,3.4447,2.404
MS,2023,5,21.67015029404088,16.54247,5.7,4.092167,11.416731,31,Centro-Oeste,3.3419,2.0461
MS,2023,6,18.990772663314367,13.328267,2.9,4.041091,12.5712,30,Centro-Oeste,3.2045,2.0205
MS,2023,7,21.24588205446264,15.332387,1.6,4.047041,13.125161,31,Centro-Oeste,3.3197,2.0235
MS,2023,8,23.82212779924948,17.659359,9.1,4.5732207,13.466282,31,Centro-Oeste,3.4566,2.2866
MS,2023,9,26.31121555211085,20.2776,4.7,5.1946006,13.310667,30,Centro-Oeste,3.5943,2.5973
MS,2023,10,27.70114164979448,22.398722,12.3,5.4408264,11.937723,31,Centro-Oeste,3.6735,2.7204
MS,2023,11,27.57624297747754,22.230816,9.2,5.808768,11.854084,30,Centro-Oeste,3.6663,2.9044
MS,2023,12,27.725170316383988,22.694624,16.4,6.418504,11.270251,31,Centro-Oeste,3.6748,3.2093
MS,2024,1,26.981842899645564,22.091848,14.6,6.351065,10.996959,31,Centro-Oeste,3.6323,3.1755
MS,2024,2,26.748242984882364,22.105701,17.5,5.779603,10.843767,29,Centro-Oeste,3.619,2.8898
MS,2024,3,27.157181073519304,22.764463,17.5,5.08728,10.408479,31,Centro-Oeste,3.6423,2.5436
MS,2024,4,25.827885897318456,21.285223,10.1,4.6684628,10.393758,30,Centro-Oeste,3.5672,2.3342
MS,2024,5,22.17275759165415,17.006811,1.7,3.9162457,11.470848,31,Centro-Oeste,3.3683,1.9581
MS,2024,6,23.027488612240145,16.43074,4.8,3.9849722,14.250511,30,Centro-Oeste,3.4138,1.9925
MS,2024,7,20.17640460287037,13.825448,4.3,3.8346596,13.912903,31,Centro-Oeste,3.2645,1.9173
MS,2024,8,22.1849221584667,14.649636,-0.3,4.5090733,15.828814,31,Centro-Oeste,3.369,2.2545
MS,2024,9,26.34389341643752,19.093307,6.2,4.71826,15.39938,30,Centro-Oeste,3.5961,2.3591
MS,2024,10,27.19337639444443,21.673326,13.6,5.1951795,11.95634,31,Centro-Oeste,3.6444,2.5976
MS,2024,11,26.59716264243326,21.82381,9.9,5.7971706,10.631328,30,Centro-Oeste,3.6105,2.8986
MS,2024,12,26.039620808578064,21.62154,12.9,5.8338284,9.722949,31,Centro-Oeste,3.579,2.9169
MS,2025,1,27.18702487763471,22.275852,13.0,6.188497,11.132939,31,Centro-Oeste,3.644,3.0942
MS,2025,2,26.701500301932025,22.381615,18.4,5.5504117,10.3198805,28,Centro-Oeste,3.6164,2.7752
MS,2025,3,26.54997737095944,21.896341,16.3,5.046988,10.554337,31,Centro-Oeste,3.6078,2.5235
MS,2025,4,23.711398555878155,20.175714,8.3,3.9494047,8.382429,30,Centro-Oeste,3.4506,1.9747
MS,2025,5,22.02535833896986,16.773077,0.7,4.413072,11.61313,31,Centro-Oeste,3.3605,2.2065
MS,2025,6,19.806761041597834,15.013243,-0.9,3.5624235,10.920946,30,Centro-Oeste,3.2457,1.7812
MS,2025,7,19.30072994213612,12.628515,2.0,4.4424887,14.598838,31,Centro-Oeste,3.22,2.2212
MS,2025,8,21.021893226325293,14.026968,-0.7,4.825635,15.039097,31,Centro-Oeste,3.3081,2.4128
MS,2025,9,25.966195398212097,18.903732,6.0,5.4821844,14.904934,30,Centro-Oeste,3.5749,2.7411
MS,2025,10,25.063833027326115,19.667564,11.9,5.248199,11.912248,31,Centro-Oeste,3.5247,2.6241
MS,2025,11,25.56528656252585,19.916666,10.4,6.2160473,12.214722,30,Centro-Oeste,3.5525,3.108
MS,2025,12,26.14516827993516,21.763458,13.4,5.682525,9.9829645,31,Centro-Oeste,3.585,2.8413
MT,2021,1,25.50374552162972,21.872396,17.8,4.642717,8.444792,31,Centro-Oeste,3.5491,2.3214
MT,2021,2,25.444498509266964,21.921186,16.6,4.8078585,8.278813,28,Centro-Oeste,3.5458,2.4039
MT,2021,3,25.19916274655857,21.598186,14.3,4.6725073,8.446169,31,Centro-Oeste,3.5321,2.3363
MT,2021,4,25.253508126260694,21.019705,13.4,4.6487765,9.514286,30,Centro-Oeste,3.5352,2.3244
MT,2021,5,24.299955764197,18.97715,11.5,4.3587074,11.433169,31,Centro-Oeste,3.4827,2.1794
MT,2021,6,23.63070089325273,17.89971,2.7,4.115214,12.506377,30,Centro-Oeste,3.4463,2.0576
MT,2021,7,23.340696890104677,16.018421,3.1,4.6809764,15.266667,31,Centro-Oeste,3.4306,2.3405
MT,2021,8,26.53236201244816,19.115862,10.4,4.755096,14.856896,31,Centro-Oeste,3.6068,2.3775
MT,2021,9,28.50042368523075,21.899035,15.1,5.052782,13.890822,30,Centro-Oeste,3.7197,2.5264
MT,2021,10,26.75180451937902,22.20297,16.5,4.9805546,10.491089,31,Centro-Oeste,3.6192,2.4903
MT,2021,11,25.472174490729437,22.103352,17.6,4.682764,7.846369,30,Centro-Oeste,3.5473,2.3414
MT,2021,12,26.060573138335656,22.653204,14.7,4.6885223,7.4467945,31,Centro-Oeste,3.5802,2.3443
MT,2022,1,25.90438223660453,22.791582,16.1,3.7934933,7.6811447,31,Centro-Oeste,3.5714,1.8967
MT,2022,2,26.073676566612004,23.352654,17.5,3.4322314,6.53102,28,Centro-Oeste,3.5809,1.7161
MT,2022,3,25.95076454034493,22.751177,14.7,3.511604,7.160882,31,Centro-Oeste,3.574,1.7558
MT,2022,4,26.665617028624578,21.967632,13.1,3.992621,9.394211,30,Centro-Oeste,3.6143,1.9963
MT,2022,5,23.020050032181125,16.56417,1.8,4.629812,13.284713,31,Centro-Oeste,3.4134,2.3149
MT,2022,6,23.14555809281279,17.099998,6.2,4.1450815,12.571266,30,Centro-Oeste,3.4201,2.0725
MT,2022,7,24.67442734500533,16.824167,10.6,4.969524,15.684028,31,Centro-Oeste,3.5032,2.4848
MT,2022,8,24.787017030589848,17.251862,5.2,5.055129,15.475071,31,Centro-Oeste,3.5094,2.5276
MT,2022,9,26.95316575050361,20.584217,13.4,5.015472,13.494542,30,Centro-Oeste,3.6307,2.5077
MT,2022,10,26.1877613963057,21.540257,6.5,4.820395,10.81587,31,Centro-Oeste,3.5873,2.4102
MT,2022,11,25.10194233413426,19.938314,9.2,5.8495555,11.447662,30,Centro-Oeste,3.5268,2.9248
MT,2022,12,24.730006301382254,21.594706,16.4,4.876138,8.082157,31,Centro-Oeste,3.5062,2.4381
MT,2023,1,24.303458441992856,21.14868,16.7,5.1801963,8.274487,31,Centro-Oeste,3.4828,2.5901
MT,2023,2,25.017721662536974,21.470022,16.8,5.249104,9.202598,28,Centro-Oeste,3.5221,2.6246
MT,2023,3,24.87350560614585,21.480223,17.1,4.773419,8.594047,31,Centro-Oeste,3.5141,2.3867
MT,2023,4,24.996837465800937,21.314995,13.2,4.660907,9.088279,30,Centro-Oeste,3.521,2.3305
MT,2023,5,24.69011290565629,19.614521,9.3,4.630803,11.395675,31,Centro-Oeste,3.504,2.3154
MT,2023,6,22.936903207283503,16.7222,7.2,4.501563,13.606287,30,Centro-Oeste,3.4089,2.2508
MT,2023,7,24.354772409815943,16.56132,9.2,4.9622645,16.293898,31,Centro-Oeste,3.4857,2.4811
MT,2023,8,26.7781482973658,19.700708,11.8,4.853913,14.932356,31,Centro-Oeste,3.6207,2.427
MT,2023,9,28.040965309906188,22.073412,15.6,5.258923,13.343008,30,Centro-Oeste,3.6931,2.6295
MT,2023,10,28.26247510785993,22.913172,18.3,5.5942583,12.432928,31,Centro-Oeste,3.7059,2.7971
MT,2023,11,27.685665621152868,22.724052,15.8,5.8586655,11.395709,30,Centro-Oeste,3.6726,2.9293
MT,2023,12,26.83833602205835,22.514805,18.5,5.750923,10.30987,31,Centro-Oeste,3.6241,2.8755
MT,2024,1,25.91408957984843,22.349075,14.8,5.4902086,8.884908,31,Centro-Oeste,3.572,2.7451
MT,2024,2,25.93312865595682,22.299242,16.8,5.1798916,9.109545,29,Centro-Oeste,3.5731,2.5899
MT,2024,3,26.19134807505576,22.760021,19.1,4.8263865,8.741903,31,Centro-Oeste,3.5876,2.4132
MT,2024,4,26.259206831438878,22.618896,13.8,4.6698465,8.802442,30,Centro-Oeste,3.5914,2.3349
MT,2024,5,24.925519963376527,19.612963,9.1,4.620037,11.494662,31,Centro-Oeste,3.517,2.31
MT,2024,6,25.27201262610439,18.489437,9.7,4.3596845,13.907807,30,Centro-Oeste,3.5362,2.1798
MT,2024,7,23.83089404173378,15.9913845,8.2,4.647187,15.945751,31,Centro-Oeste,3.4571,2.3236
MT,2024,8,26.168731169673684,18.185095,6.4,4.867393,15.814789,31,Centro-Oeste,3.5863,2.4337
MT,2024,9,29.000994932394104,21.498713,11.4,4.4992113,14.817761,30,Centro-Oeste,3.749,2.2496
MT,2024,10,28.20426918417879,23.19103,15.9,4.9356084,11.033772,31,Centro-Oeste,3.7025,2.4678
MT,2024,11,26.039029144367376,22.621439,17.3,4.832969,8.233378,30,Centro-Oeste,3.579,2.4165
MT,2024,12,25.869521263815763,22.549393,17.0,4.759302,7.846019,31,Centro-Oeste,3.5695,2.3797
